scenario,training_seed,episode,episode_return,episode_length,robust_feasibility_rate,mean_key_rate_bits_per_sample,mean_key_rate_bits_per_second,mean_raw_key_disagreement_rate,mean_observation_reciprocity,mean_surface_power_w,mean_robust_reward,mean_mean_sample_reward,mean_cvar_reward,mean_worst_sample_reward,mean_maximum_output_power,mean_power_violation,mean_effective_active_elements,mean_projection_scale
partially_active__no_cvar,0,0,-14.393484728132663,16,1.0,2.9735895489858972,2973.5895489858976,0.1416015625,0.9221142155142014,14.137854650873477,-0.8995927955082915,-0.8995927955082915,-0.9385725274316572,-0.9385725274316572,15.721236029711434,0.0,8.0,0.2909682304882673
partially_active__no_cvar,0,1,2.988506873522835,16,1.0,3.0022244162372873,3002.224416237287,0.1474609375,0.9213570670470226,3.2843742933528146,0.18678167959517722,0.18678167959517722,0.13754167081195856,0.13754167081195856,12.429735173721578,0.0,7.8125,0.07721432337776485
