episode,architecture,robust_reward,mean_reward,cvar_reward,worst_reward,mean_secure_key_rate_bps,cvar_secure_key_rate_bps,worst_secure_key_rate_bps,mean_raw_kdr,cvar_raw_kdr,worst_raw_kdr,mean_post_reconciliation_kdr,cvar_post_reconciliation_kdr,worst_post_reconciliation_kdr,mean_reciprocity,mean_surface_power_watt,power_violation_probability,mean_active_elements,mean_projection_scale
0.0,passive,-0.17385892427034522,-0.15059453005422888,-0.19712331848646159,-0.24903537172699233,0.0,0.0,0.0,0.391603870351319,0.44700716484965314,0.507508352382627,0.23620454873463675,0.2881617156495955,0.360787761561456,0.3170370256071532,0.18200000000000002,0.0,0.0,1.0
1.0,passive,-0.009610141027717812,0.01310132163582223,-0.032321603691257854,-0.06644010591629383,9.876738305941847,0.0,0.0,0.22230395857406537,0.29345370106847174,0.3341784270619105,0.0864391594779939,0.1381132176979378,0.18892277143465003,0.7073281354613037,0.18200000000000002,0.0,0.0,1.0
2.0,passive,-0.20141975943554286,-0.17834419604014592,-0.2244953228309398,-0.23405823613786725,0.0,0.0,0.0,0.4107405790405536,0.4610378365478328,0.4790806152969663,0.25582174787369716,0.30640576415056003,0.325024925224327,0.22613046740065448,0.18200000000000002,0.0,0.0,1.0
3.0,passive,-0.08736923406109309,-0.06586835196161703,-0.10887011616056916,-0.11268819938633805,0.0,0.0,0.0,0.29968666547915773,0.3595634909201032,0.37912414965986396,0.14952721449476608,0.19917624237181814,0.22244897959183674,0.5108749038898092,0.18200000000000002,0.0,0.0,1.0
4.0,passive,-0.027414794695634005,-0.0005116818140823601,-0.05431790757718565,-0.06104099106002418,0.0,0.0,0.0,0.24084101426087884,0.3208793888817939,0.34745762711864403,0.1047787157702095,0.16943900680960894,0.1864406779661017,0.6905441265817853,0.18200000000000002,0.0,0.0,1.0
5.0,passive,-0.12576979685341447,-0.10408132477305937,-0.14745826893376957,-0.1615770115712129,0.0,0.0,0.0,0.3460406707565275,0.385315705257966,0.41447937199571183,0.1893425560125972,0.22290201059068018,0.24591070996299752,0.43569505302602185,0.18200000000000002,0.0,0.0,1.0
6.0,passive,-0.04614033844075622,-0.026246149561636612,-0.06603452731987583,-0.08531866496113355,0.0,0.0,0.0,0.25827565437411204,0.31314547562258765,0.33301000520917534,0.11438302191136909,0.16253181269648678,0.18021950387095617,0.6054583881270971,0.18200000000000002,0.0,0.0,1.0
7.0,passive,-0.026256702606211317,-0.007878302438336373,-0.04463510277408626,-0.07753108414173356,0.0,0.0,0.0,0.2565461035907625,0.3054206657727983,0.3402263374485597,0.10330520876775631,0.15452203705509013,0.18688271604938272,0.6929737467852244,0.18200000000000002,0.0,0.0,1.0
8.0,passive,-0.1556825001444937,-0.13732223158817353,-0.1740427687008139,-0.20085055079015784,0.0,0.0,0.0,0.38841146596202925,0.4263093170232106,0.4563086491598167,0.23958595935413823,0.27532016764394407,0.31134065614315853,0.3754175069642054,0.18200000000000002,0.0,0.0,1.0
9.0,passive,-0.13153280082619792,-0.11475701613409263,-0.14830858551830323,-0.16221186043383007,0.0,0.0,0.0,0.3585108877768525,0.40818751397219083,0.4083063544646891,0.20068897385988466,0.24500990660281724,0.24341213672639664,0.4134921387716681,0.18200000000000002,0.0,0.0,1.0
