scenario,training_seed,evaluation_episodes,episode_return_mean,episode_return_std,episode_length_mean,episode_length_std,robust_feasibility_rate_mean,robust_feasibility_rate_std,mean_key_rate_bits_per_sample_mean,mean_key_rate_bits_per_sample_std,mean_key_rate_bits_per_second_mean,mean_key_rate_bits_per_second_std,mean_raw_key_disagreement_rate_mean,mean_raw_key_disagreement_rate_std,mean_observation_reciprocity_mean,mean_observation_reciprocity_std,mean_surface_power_w_mean,mean_surface_power_w_std,mean_robust_reward_mean,mean_robust_reward_std,mean_mean_sample_reward_mean,mean_mean_sample_reward_std,mean_cvar_reward_mean,mean_cvar_reward_std,mean_worst_sample_reward_mean,mean_worst_sample_reward_std,mean_maximum_output_power_mean,mean_maximum_output_power_std,mean_power_violation_mean,mean_power_violation_std,mean_effective_active_elements_mean,mean_effective_active_elements_std,mean_projection_scale_mean,mean_projection_scale_std
partially_active__no_hardware_mismatch,0,2,-19.680217318749758,2.0910463980381224,16.0,0.0,1.0,0.0,2.822485204545947,0.21995942459379492,2822.485204545947,219.95942459379475,0.154296875,0.00966747552403483,0.9143607399514674,0.010199245765882133,16.782750310154615,0.8736597941106228,-1.2300135824218597,0.13069039987738282,-1.2125872742585864,0.1275843039533132,-1.2474398905851332,0.13379649580145242,-1.2474398905851332,0.13379649580145242,19.513077869305786,0.3604485399329544,0.0,0.0,8.0,0.0,0.31800270311954426,0.011919746934191568
