scenario,training_seed,episode,episode_return,episode_length,robust_feasibility_rate,mean_key_rate_bits_per_sample,mean_key_rate_bits_per_second,mean_raw_key_disagreement_rate,mean_observation_reciprocity,mean_surface_power_w,mean_robust_reward,mean_mean_sample_reward,mean_cvar_reward,mean_worst_sample_reward,mean_maximum_output_power,mean_power_violation,mean_effective_active_elements,mean_projection_scale
partially_active__no_hardware_mismatch,0,0,-18.201624230921297,16,1.0,2.9780200052621106,2978.0200052621103,0.1474609375,0.9215726957955108,16.16497954528895,-1.1376015144325808,-1.122371547760233,-1.1528314811049287,-1.1528314811049287,19.258202262450403,0.0,8.0,0.3264312370067387
partially_active__no_hardware_mismatch,0,1,-21.15881040657822,16,1.0,2.6669504038297838,2666.9504038297837,0.1611328125,0.9071487841074239,17.40052107502028,-1.3224256504111387,-1.3028030007569398,-1.3420483000653376,-1.3420483000653376,19.767953476161168,0.0,8.0,0.30957416923234987
