update_index,actor_loss
2,0.07011160254478455
4,0.1358494907617569
6,0.2079741209745407
8,0.29131007194519043
10,0.3867214620113373
12,0.49599379301071167
14,0.62916100025177
16,0.7534071803092957
18,0.9269353151321411
20,1.0808223485946655
22,1.2287768125534058
24,1.3328875303268433
26,1.3466095924377441
28,1.2515214681625366
30,1.1766425371170044
32,1.1008193492889404
34,1.0236161947250366
36,0.8796981573104858
38,0.8511995673179626
40,0.783014714717865
42,0.7606015801429749
44,0.755940854549408
46,0.7072685360908508
48,0.6611332893371582
50,0.6719608306884766
52,0.6223698258399963
54,0.5299886465072632
56,0.5200708508491516
58,0.4588492214679718
60,0.3192377984523773
62,0.2775580883026123
64,0.20622679591178894
66,0.2006247490644455
68,0.17752723395824432
70,0.14364182949066162
72,0.11108487844467163
74,0.010577848181128502
76,-0.018224649131298065
78,-0.07059252262115479
80,-0.12154786288738251
82,-0.13634909689426422
84,-0.0905437245965004
86,-0.08205733448266983
88,0.02877948246896267
90,0.018893834203481674
92,0.13103149831295013
94,0.19576704502105713
96,0.3218224048614502
98,0.4183751046657562
100,0.6359268426895142
102,0.7273186445236206
104,0.7973424792289734
106,0.9446648359298706
108,0.8216167688369751
110,0.7874613404273987
112,0.7789075970649719
114,0.8014149069786072
116,0.7236254215240479
118,0.4582146406173706
120,0.2759720981121063
122,0.27360689640045166
124,0.35726919770240784
126,0.3293694853782654
128,0.49930381774902344
130,0.40329834818840027
132,0.3475770652294159
134,0.49564093351364136
136,0.6673261523246765
138,0.8247083425521851
140,0.6661286950111389
142,0.4982323944568634
144,0.5296269059181213
146,0.5918606519699097
148,0.6295672059059143
150,0.6024465560913086
152,0.5981273651123047
154,0.4773622453212738
156,0.1875503957271576
158,0.3234191834926605
160,0.37328535318374634
162,0.36181503534317017
164,0.464612752199173
166,0.5943871736526489
168,0.6158183813095093
170,0.5942987203598022
172,0.5461301207542419
174,0.6430643796920776
176,0.839690625667572
178,0.6249431371688843
180,0.5519485473632812
182,0.6085847020149231
184,0.387931764125824
186,0.4030766189098358
188,0.3706252872943878
190,0.6216381788253784
192,0.6110333204269409
194,0.5109319686889648
196,0.8818061947822571
198,1.0697917938232422
200,1.4500969648361206
