environment_step,mean_return,key_rate_bits_per_sample,key_rate_bits_per_second,raw_key_disagreement_rate,observation_reciprocity,surface_power_w,robust_reward,cvar_reward,worst_sample_reward,robust_feasibility_rate,effective_active_elements,power_violation
500,-8.120179879315106,3.5363397620861172,3536.339762086117,0.1201171875,0.9465463050721298,11.138039966251736,-0.5075112424571941,-0.5271312428804968,-0.5271312428804968,1.0,8.0,0.0
1000,1.9968237244930487,3.944552203233213,3944.552203233213,0.1103515625,0.9591077162701753,5.434970860479327,0.12480148278081554,0.10980886741047627,0.10980886741047627,1.0,7.84375,0.0
1500,-30.16081813388032,2.7840467405759233,2784.0467405759227,0.14404296875,0.9126787297508536,23.51721708432216,-1.8850511333675202,-1.905063606999197,-1.905063606999197,1.0,8.0,0.0
2000,-19.286266962455382,3.261828191731599,3261.828191731599,0.13232421875,0.9333643835776329,17.506586380419748,-1.2053916851534616,-1.2224420645799987,-1.2224420645799987,1.0,6.78125,0.0
