step,reward,mean_secure_key_rate_bps,mean_raw_kdr,mean_reciprocity,mean_active_elements,mean_projection_scale,mean_surface_power_watt,power_violation_probability,critic_loss,actor_loss
0.0,0.08231816950840741,1970.7279875004692,0.22221443832649454,0.7104542911961779,8.0,1.0,0.29400115338455735,0.0,nan,nan
100.0,0.06891115957306557,1630.4244296700153,0.21974279528473284,0.742253564519997,8.0,1.0,0.29400130333013613,0.0,nan,nan
200.0,0.07384732818133993,1824.1343790609826,0.24291507632119708,0.7306515427381213,8.0,0.7311589108822201,0.29400133244295035,0.0,nan,nan
300.0,0.13782514058632142,2442.546443297648,0.21914349789542004,0.7399430061066219,8.0,0.7931950489951571,0.29400143846346455,0.0,0.0004886788665316999,0.010043570771813393
400.0,0.0756315307412008,1995.6744078771662,0.23366307142093862,0.7383040788813288,8.0,0.8156327823790832,0.2940019207104456,0.0,0.0003195195458829403,-0.1524537205696106
500.0,0.07099190432588351,1541.1161509935368,0.22261242810703508,0.7302802872015455,8.0,1.0,0.2940014926482244,0.0,0.00028531113639473915,-0.27981680631637573
600.0,0.036162597226734594,1354.8343494475748,0.26712136733597935,0.721430817574451,8.0,1.0,0.2940018694865046,0.0,0.0002708103274926543,-0.3361046314239502
700.0,0.15010744934457002,2702.542831230959,0.26204982947057576,0.7499340634991901,8.0,1.0,0.2940008838260617,0.0,0.00045628176303580403,-0.37048229575157166
800.0,0.0749289117109962,1340.6503602388939,0.1975788996204485,0.7331963959778967,8.0,1.0,0.29400117819485416,0.0,0.00027045042952522635,-0.44454026222229004
900.0,0.0758730979363527,1811.5504703844067,0.2377269442596608,0.7283098929890802,8.0,1.0,0.2940010395223734,0.0,0.00046783790457993746,-0.5269351005554199
1000.0,0.08978114381270584,2112.152915468113,0.22477107322943402,0.706951016565204,8.0,1.0,0.2940012241727879,0.0,0.0005319325719028711,-0.5713639855384827
1100.0,0.045201109233838556,1255.4146605185108,0.22127789390340363,0.716200992324775,8.0,0.8826474924325005,0.29400145999334226,0.0,0.00025560203357599676,-0.6187500953674316
1200.0,0.08708129776101009,2080.979299096704,0.24120123958313663,0.6838514583347898,8.0,0.8050704311846735,0.29400168663551574,0.0,0.00023472809698432684,-0.6073644161224365
1300.0,0.06708960578936767,1330.9057905697546,0.21231327151519877,0.7113941139652131,8.0,1.0,0.29400091690090663,0.0,0.0002481037809047848,-0.7244874238967896
1400.0,0.07689403851066492,1967.6726072028591,0.25907941524212535,0.7303986040856487,8.0,0.861081847267533,0.2940013193429658,0.0,0.0003526321961544454,-0.725285530090332
1500.0,-0.00986546301804907,681.0684294783912,0.25822480724302577,0.7006969215860509,8.0,0.856793191795119,0.29400178370904895,0.0,0.0003074932028539479,-0.7966724634170532
1600.0,0.0801138252204365,1681.6196892599735,0.20714687472589427,0.7101947648206717,8.0,1.0,0.29400118201522313,0.0,0.00023829995188862085,-0.8257027864456177
1700.0,0.10129632963224108,1955.836309473886,0.20965237780078094,0.7330044033866663,8.0,0.8589756128914461,0.29400176063651917,0.0,0.00032448445563204587,-0.8577046394348145
1800.0,0.12475299327942847,2572.907465611829,0.22782560325234955,0.7366167631226931,8.0,0.9587208973408332,0.2940014422772833,0.0,0.00027826608857139945,-0.899416446685791
1900.0,0.058504943499391254,1557.2726980676564,0.21872652065603612,0.690504611093566,8.0,0.959903493218822,0.29400160101549744,0.0,0.00032745354110375047,-0.9518791437149048
2000.0,-0.03144497979246861,346.7809202886639,0.24588943481393685,0.6301712762290768,8.0,1.0,0.29400184505416976,0.0,0.0005689553800038993,-1.0021545886993408
2100.0,0.0652283897293332,1557.70379921521,0.24238969339964272,0.7038554295167582,8.0,1.0,0.2940014473707198,0.0,0.00027365313144400716,-0.7033916115760803
2200.0,0.08808246678159762,1436.0078833341774,0.1803232195886444,0.7426074773944176,8.0,0.6457709432011045,0.29400138860481934,0.0,0.0006454923423007131,-0.716801643371582
2300.0,0.08780277143442214,2165.375271581562,0.22279758865588004,0.7291370539401572,8.0,0.8986663570323499,0.2940017135201723,0.0,0.002946161665022373,-0.7430980801582336
2400.0,0.08402459668902483,1564.1209603158109,0.1984523406410572,0.7250155373756361,8.0,1.0,0.2940016597251931,0.0,0.0007173187332227826,-0.7335938215255737
2500.0,0.07901169412469423,2252.3604901518333,0.24771959305837443,0.7230671147348687,8.0,0.8520221389329485,0.29400181782187085,0.0,0.0014380760258063674,-0.7206737995147705
2600.0,-0.014111017172423003,598.411252722196,0.2545853963778979,0.6906686273831433,8.0,0.5800712043386929,0.294001405012998,0.0,0.0009276663768105209,-0.725301206111908
2700.0,0.12672337929173555,2220.0993125093437,0.19423764579830505,0.7323887558845673,8.0,0.8267839342937737,0.2940016880392534,0.0,0.0009677242487668991,-0.7198066115379333
2800.0,0.05025765729438643,1483.4988350198041,0.25074286079713565,0.7292576772653947,8.0,0.7803246447915422,0.2940018176960009,0.0,0.0012864009477198124,-0.7577833533287048
2900.0,0.06980169298443878,1535.2346050466404,0.21511086896817327,0.6990554463844771,8.0,0.8846347562153571,0.2940016584319092,0.0,0.002754857065156102,-0.7299332618713379
