update_index,critic_loss
1,0.8252382278442383
2,0.8624157309532166
3,0.7336452007293701
4,0.603925347328186
5,0.4476996958255768
6,0.43125778436660767
7,0.40746116638183594
8,0.29387468099594116
9,0.21167999505996704
10,0.16256213188171387
11,0.10994456708431244
12,0.07433120906352997
13,0.036407239735126495
14,0.045764192938804626
15,0.05107878893613815
16,0.06653784215450287
17,0.06931387633085251
18,0.1300196647644043
19,0.11469817906618118
20,0.0932316780090332
21,0.06769666075706482
22,0.05597357451915741
23,0.04534564167261124
24,0.02533632703125477
25,0.03279104083776474
26,0.027111785486340523
27,0.03469345346093178
28,0.032852061092853546
29,0.03810396417975426
30,0.0343499630689621
31,0.048039548099040985
32,0.03288358449935913
33,0.032400064170360565
34,0.0325188934803009
35,0.030261047184467316
36,0.03045577183365822
37,0.02442854270339012
38,0.02885505184531212
39,0.01643260009586811
40,0.026977024972438812
41,0.021049609407782555
42,0.02470514550805092
43,0.024310268461704254
44,0.03755955398082733
45,0.02417556196451187
46,0.027129899710416794
47,0.025791678577661514
48,0.02218591421842575
49,0.01941116899251938
50,0.0281367190182209
51,0.02269134856760502
52,0.019625473767518997
53,0.01548675075173378
54,0.02372068539261818
55,0.022242091596126556
56,0.018968956544995308
57,0.01984502375125885
58,0.01576163060963154
59,0.02006528340280056
60,0.01814943552017212
61,0.01346893236041069
62,0.018544606864452362
63,0.011757846921682358
64,0.01093318872153759
65,0.01082603819668293
66,0.018366562202572823
67,0.016627101227641106
68,0.01914495974779129
69,0.013771247118711472
70,0.012895292602479458
71,0.021039165556430817
72,0.02197672426700592
73,0.017787348479032516
74,0.020600080490112305
75,0.018117524683475494
76,0.014820393174886703
77,0.015856388956308365
78,0.017830807715654373
79,0.011646976694464684
80,0.01586874946951866
81,0.013801239430904388
82,0.02013082429766655
83,0.02140882983803749
84,0.014317350462079048
85,0.015427589416503906
86,0.01787416636943817
87,0.015065434388816357
88,0.013706954196095467
89,0.015540607273578644
90,0.01955202780663967
91,0.019684389233589172
92,0.013084661215543747
93,0.011737624183297157
94,0.020509975031018257
95,0.015879936516284943
96,0.019102338701486588
97,0.012583975680172443
98,0.015263536013662815
99,0.014974011108279228
100,0.012048620730638504
101,0.011700003407895565
102,0.009643491357564926
103,0.012952371500432491
104,0.01211380586028099
105,0.018622802570462227
106,0.013273140415549278
107,0.013792913407087326
108,0.010337987914681435
109,0.010362129658460617
110,0.011630987748503685
111,0.010282773524522781
112,0.012311184778809547
113,0.012813922949135303
114,0.009847311303019524
115,0.009126102551817894
116,0.00936003029346466
117,0.011586631648242474
118,0.015116708353161812
119,0.012263535521924496
120,0.0121509600430727
121,0.01417655311524868
122,0.009902279824018478
123,0.01461099460721016
124,0.0146330576390028
125,0.009903701022267342
126,0.015781449154019356
127,0.01232707779854536
128,0.011360220611095428
129,0.01148761436343193
130,0.013940362259745598
131,0.015867576003074646
132,0.014514463022351265
133,0.024942561984062195
134,0.015537051483988762
135,0.015098707750439644
136,0.013133767992258072
137,0.014153843745589256
138,0.01101694442331791
139,0.012704471126198769
140,0.01385180652141571
141,0.011633411981165409
142,0.015466948971152306
143,0.011985519900918007
144,0.012564456090331078
145,0.01536615751683712
146,0.011386148631572723
147,0.008137108758091927
148,0.01474417932331562
149,0.015058345161378384
150,0.012751888483762741
151,0.017889153212308884
152,0.015108028426766396
153,0.009960958734154701
154,0.016315024346113205
155,0.01234289351850748
156,0.010003465227782726
157,0.016422584652900696
158,0.014033656567335129
159,0.008608732372522354
160,0.009753730148077011
161,0.019394926726818085
162,0.01597045734524727
163,0.00838377419859171
164,0.01668192818760872
165,0.018906131386756897
166,0.020512333139777184
167,0.010712333023548126
168,0.008771689608693123
169,0.011253902688622475
170,0.011199845001101494
171,0.011927486397325993
172,0.014567214995622635
173,0.013816483318805695
174,0.011585935950279236
175,0.015978295356035233
176,0.01182817853987217
177,0.01697501540184021
178,0.01663227751851082
179,0.015092877671122551
180,0.00928163155913353
181,0.016230875626206398
182,0.013558805920183659
183,0.015336763113737106
184,0.015037070959806442
185,0.013771329075098038
186,0.009691406972706318
