scenario,training_seed,evaluation_episodes,episode_return_mean,episode_return_std,episode_length_mean,episode_length_std,robust_feasibility_rate_mean,robust_feasibility_rate_std,mean_key_rate_bits_per_sample_mean,mean_key_rate_bits_per_sample_std,mean_key_rate_bits_per_second_mean,mean_key_rate_bits_per_second_std,mean_raw_key_disagreement_rate_mean,mean_raw_key_disagreement_rate_std,mean_observation_reciprocity_mean,mean_observation_reciprocity_std,mean_surface_power_w_mean,mean_surface_power_w_std,mean_robust_reward_mean,mean_robust_reward_std,mean_mean_sample_reward_mean,mean_mean_sample_reward_std,mean_cvar_reward_mean,mean_cvar_reward_std,mean_worst_sample_reward_mean,mean_worst_sample_reward_std,mean_maximum_output_power_mean,mean_maximum_output_power_std,mean_power_violation_mean,mean_power_violation_std,mean_effective_active_elements_mean,mean_effective_active_elements_std,mean_projection_scale_mean,mean_projection_scale_std
passive,0,2,13.215280758996691,0.7882063496506032,16.0,0.0,1.0,0.0,4.992928216940362,0.3122908454179164,4992.928216940361,312.29084541791667,0.08251953125,0.007595873626027366,0.9822978065643784,0.003718746889255146,0.15200000000000002,0.0,0.8259550474372932,0.0492628968531627,0.841707432398361,0.05024558846785146,0.8102026624762253,0.04828020523847394,0.8102026624762253,0.04828020523847394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
