scenario,training_seed,episode,episode_return,episode_length,robust_feasibility_rate,mean_key_rate_bits_per_sample,mean_key_rate_bits_per_second,mean_raw_key_disagreement_rate,mean_observation_reciprocity,mean_surface_power_w,mean_robust_reward,mean_mean_sample_reward,mean_cvar_reward,mean_worst_sample_reward,mean_maximum_output_power,mean_power_violation,mean_effective_active_elements,mean_projection_scale
passive,0,0,12.657934704184456,16,1.0,4.772105242442873,4772.105242442873,0.087890625,0.9796682554214697,0.15200000000000002,0.7911209190115285,0.8061784360680346,0.7760634019550221,0.7760634019550221,0.0,0.0,0.0,1.0
passive,0,1,13.772626813808929,16,1.0,5.21375119143785,5213.75119143785,0.0771484375,0.9849273577072871,0.15200000000000002,0.860789175863058,0.8772364287286873,0.8443419229974285,0.8443419229974285,0.0,0.0,0.0,1.0
