method,episodes,mean_return,std_return,mean_training_key_rate_bps,mean_final_key_rate_bps,mean_raw_kdr,mean_post_reconciliation_kdr,mean_reciprocity,mean_surface_dc_power,mean_feasibility_rate
passive_star_ris,1,-0.08047146022031268,0.0,0.30025774124508475,0.30025774124508475,0.11242279393410623,0.015272426190155695,0.8581654697076434,0.18200000000000002,1.0
random_partially_active,1,-0.7535652856555405,0.0,0.0,0.0,0.2502805395734857,0.1038020100030903,0.6482921815960063,0.29400000000000004,1.0
phase_aligned_partially_active,1,-0.37590117337451734,0.0,0.0,0.0,0.1722664046827535,0.039931435252831125,0.8123111133912417,0.29400000000000004,1.0
