method,episodes,mean_return,std_return,mean_training_key_rate_bps,mean_final_key_rate_bps,mean_raw_kdr,mean_post_reconciliation_kdr,mean_reciprocity,mean_surface_dc_power,mean_feasibility_rate,rf_budget
rf_budget_20,1,-0.3786139904194428,0.0,0.7506533686921096,0.7506533686921096,0.18248236094383924,0.06496754809933722,0.8212521938521626,0.29400000000000004,0.875,20.0
rf_budget_35,1,-0.35283144913249387,0.0,0.0,0.0,0.16712089574801448,0.030568210655398165,0.8224195630281701,0.29400000000000004,0.875,35.0
