episode,environment_step,episode_return,episode_length
1,16,13.04217218065096,16
2,32,11.671273625603355,16
3,48,12.964591375596688,16
4,64,8.8971410876035,16
5,80,9.741769350524,16
6,96,9.416890618059634,16
7,112,9.17244099553832,16
8,128,9.246007932891922,16
9,144,13.819712553424788,16
10,160,11.86451257264614,16
11,176,12.195315400143008,16
12,192,9.878725789839226,16
13,208,10.516023639340984,16
14,224,9.992845431968895,16
15,240,9.86912797934439,16
16,256,9.055786800011466,16
17,272,10.26182177283672,16
18,288,9.028096165733928,16
19,304,9.829503590890184,16
20,320,13.565355609153723,16
21,336,13.863510599996077,16
22,352,9.792067462019483,16
23,368,12.922473050516952,16
24,384,9.15188819507976,16
25,400,9.358686837504289,16
26,416,11.997118756986389,16
27,432,12.594919758617012,16
28,448,14.266818151241788,16
29,464,9.811999776592042,16
30,480,10.15458512033061,16
31,496,11.585994074636389,16
32,512,12.546806581433497,16
33,528,9.351933557468437,16
34,544,13.183933305797483,16
35,560,10.507153427080631,16
36,576,11.263637589917149,16
37,592,10.469975818293126,16
38,608,11.169618559817254,16
39,624,9.152309140518803,16
40,640,13.271758972172016,16
41,656,11.193993591667194,16
42,672,10.569394383704454,16
43,688,12.29152965965319,16
44,704,13.632864701166765,16
45,720,10.910419178639659,16
46,736,12.796884881529923,16
47,752,14.24481814307758,16
48,768,11.142383151224594,16
49,784,12.079567226380922,16
50,800,9.823827153125128,16
51,816,8.692560936815413,16
52,832,13.580261164340344,16
53,848,10.841649564885937,16
54,864,10.114178482599792,16
55,880,10.591591898061743,16
56,896,9.938915037147991,16
57,912,12.774722193863775,16
58,928,10.766464991047336,16
59,944,12.363412024562837,16
60,960,11.025893356492846,16
61,976,9.230182584061419,16
62,992,11.79675957292163,16
63,1008,8.95250587540909,16
64,1024,9.129652024598906,16
65,1040,11.135950987873326,16
66,1056,12.611985295195044,16
67,1072,10.697708683582515,16
68,1088,10.348952998147137,16
69,1104,12.263803344117893,16
70,1120,12.1198044793164,16
71,1136,10.048866763880884,16
72,1152,13.183746076002048,16
73,1168,10.947966031215572,16
74,1184,13.291781016816083,16
75,1200,13.370621668072697,16
76,1216,12.828559983778266,16
77,1232,12.383473201772384,16
78,1248,9.72064961984397,16
79,1264,10.094839597967336,16
80,1280,11.21542105628176,16
81,1296,9.132125651590082,16
82,1312,10.793268651998874,16
83,1328,8.724985407765859,16
84,1344,13.337205893481313,16
85,1360,9.528453410629435,16
86,1376,8.792940819825102,16
87,1392,11.593591857305379,16
88,1408,9.203459325914066,16
89,1424,9.02665438991514,16
90,1440,9.815360588849899,16
91,1456,9.963033064384831,16
92,1472,11.82977572797124,16
93,1488,9.26253281515814,16
94,1504,12.876608251566095,16
95,1520,10.200109231265724,16
96,1536,9.873895694187857,16
97,1552,12.138290235941717,16
98,1568,11.101627985814766,16
99,1584,11.250068901777379,16
100,1600,9.872232672113737,16
101,1616,11.20014704999469,16
102,1632,10.015534296144223,16
103,1648,9.548530634947237,16
104,1664,12.51667136934764,16
105,1680,10.543606355755001,16
106,1696,9.415056263195238,16
107,1712,12.556563042201322,16
108,1728,11.350814150029311,16
109,1744,9.57510154849136,16
110,1760,12.337544708152278,16
111,1776,11.781409932626442,16
112,1792,11.33784761298295,16
113,1808,10.510838412125329,16
114,1824,9.999648065275,16
115,1840,13.90931159725662,16
116,1856,13.80310639882528,16
117,1872,11.696736661562113,16
118,1888,9.191432756638282,16
119,1904,14.64776971207221,16
120,1920,9.717586850269209,16
121,1936,8.96932499414223,16
122,1952,12.44118837490925,16
123,1968,10.767010879506117,16
124,1984,11.132848861136992,16
125,2000,9.498865836874806,16
