scenario,training_seed,episode,episode_return,episode_length,robust_feasibility_rate,mean_key_rate_bits_per_sample,mean_key_rate_bits_per_second,mean_raw_key_disagreement_rate,mean_observation_reciprocity,mean_surface_power_w,mean_robust_reward,mean_mean_sample_reward,mean_cvar_reward,mean_worst_sample_reward,mean_maximum_output_power,mean_power_violation,mean_effective_active_elements,mean_projection_scale
passive,1,0,13.310300546092297,16,1.0,4.93539108788818,4935.39108788818,0.0751953125,0.9811410220023191,0.15200000000000002,0.8318937841307685,0.8452685734715594,0.8185189947899776,0.8185189947899776,0.0,0.0,0.0,1.0
passive,1,1,14.326931629381704,16,1.0,5.352823728679136,5352.8237286791355,0.0654296875,0.9854430365337153,0.15200000000000002,0.8954332268363565,0.9089219375379418,0.8819445161347712,0.8819445161347712,0.0,0.0,0.0,1.0
