scenario,training_seed,evaluation_episodes,episode_return_mean,episode_return_std,episode_length_mean,episode_length_std,robust_feasibility_rate_mean,robust_feasibility_rate_std,mean_key_rate_bits_per_sample_mean,mean_key_rate_bits_per_sample_std,mean_key_rate_bits_per_second_mean,mean_key_rate_bits_per_second_std,mean_raw_key_disagreement_rate_mean,mean_raw_key_disagreement_rate_std,mean_observation_reciprocity_mean,mean_observation_reciprocity_std,mean_surface_power_w_mean,mean_surface_power_w_std,mean_robust_reward_mean,mean_robust_reward_std,mean_mean_sample_reward_mean,mean_mean_sample_reward_std,mean_cvar_reward_mean,mean_cvar_reward_std,mean_worst_sample_reward_mean,mean_worst_sample_reward_std,mean_maximum_output_power_mean,mean_maximum_output_power_std,mean_power_violation_mean,mean_power_violation_std,mean_effective_active_elements_mean,mean_effective_active_elements_std,mean_projection_scale_mean,mean_projection_scale_std
partially_active__no_internal_noise,0,2,-25.04899147851546,2.9322690740728694,16.0,0.0,1.0,0.0,3.695844530581373,0.045420104779558046,3695.8445305813734,45.420104779558066,0.11376953125,0.00621480569402239,0.9521886180865252,0.0006996923530356186,21.995853029015976,1.7667611834199202,-1.5655619674072163,0.18326681712955467,-1.5496783315142348,0.18231976118354615,-1.581445603300198,0.18421387307556317,-1.581445603300198,0.18421387307556317,16.333537786268693,1.621801888003483,0.0,0.0,8.0,0.0,0.1894923310059572,0.03481689096660421
