environment_step,mean_return,key_rate_bits_per_sample,key_rate_bits_per_second,raw_key_disagreement_rate,observation_reciprocity,surface_power_w,robust_reward,cvar_reward,worst_sample_reward,robust_feasibility_rate,effective_active_elements,power_violation
500,-33.422534134616974,4.91063589278806,4910.635892788059,0.08740234375,0.9773806642725723,29.132678183448025,-2.0889083834135604,-2.1083185844297105,-2.1083185844297105,1.0,8.0,0.0
1000,-18.073164998327254,3.5636267736019103,3563.62677360191,0.11767578125,0.9465425665971866,17.3802487581763,-1.1295728123954534,-1.1437424776588458,-1.1437424776588458,1.0,8.0,0.0
1500,-45.67252946204589,3.9489450707725644,3948.9450707725646,0.10693359375,0.9478833529491191,35.27121279119075,-2.854533091377868,-2.8721522830672592,-2.8721522830672592,1.0,8.0,0.0
2000,-21.706586990894998,4.775740127635368,4775.7401276353685,0.0849609375,0.9762370461694112,21.65494416281632,-1.3566616869309371,-1.3697237554333896,-1.3697237554333896,1.0,8.0,0.0
