scenario,training_seed,episode,step,reward,key_rate_bits_per_sample,key_rate_bits_per_second,raw_key_disagreement_rate,observation_reciprocity,surface_power_w,robust_reward,mean_sample_reward,cvar_reward,worst_sample_reward,maximum_output_power,power_violation,effective_active_elements,projection_scale,robustly_feasible
partially_active__no_internal_noise,0,1,1,-1.3971261327222397,3.846871263112039,3846.871263112039,0.15625,0.9567024224593914,19.927839217892323,-1.3971261327222397,-1.3520066811961466,-1.4422455842483328,-1.4422455842483328,18.80881944214507,0.0,8.0,0.20944085185217923,1.0
partially_active__no_internal_noise,0,1,2,-1.6936132009441207,3.279732081285773,3279.732081285773,0.109375,0.9360078273080928,22.789101775948048,-1.6936132009441207,-1.6855433460760603,-1.7016830558121812,-1.7016830558121812,15.132531084905573,0.0,8.0,0.2191234479915749,1.0
partially_active__no_internal_noise,0,1,3,-1.2034432866490055,3.5532546487524383,3553.2546487524382,0.09375,0.9547618157625652,18.61136641081229,-1.2034432866490055,-1.1909563049733083,-1.2159302683247026,-1.2159302683247026,14.346773906371013,0.0,8.0,0.21057055027557428,1.0
partially_active__no_internal_noise,0,1,4,-0.9712589091527941,3.241181079952537,3241.181079952537,0.125,0.9208376820788952,15.150225051084695,-0.9712589091527941,-0.9620322622318198,-0.9804855560737683,-0.9804855560737683,12.683102273881477,0.0,8.0,0.16100596661732267,1.0
partially_active__no_internal_noise,0,1,5,-1.4347305746840076,3.055801363037671,3055.801363037671,0.109375,0.9311824618537625,20.06972590334218,-1.4347305746840076,-1.4149099262644451,-1.4545512231035698,-1.4545512231035698,15.421677558014565,0.0,8.0,0.241065024702899,1.0
partially_active__no_internal_noise,0,1,6,-1.6153300068431895,4.548918754462472,4548.918754462472,0.09375,0.9776804754548807,23.815319753724875,-1.6153300068431895,-1.605360151487579,-1.6252998621988,-1.6252998621988,14.531927844716508,0.0,8.0,0.26648233368581564,1.0
partially_active__no_internal_noise,0,1,7,-1.4932036245775195,4.199642779540912,4199.642779540912,0.0625,0.9678073134589429,22.749867777867227,-1.4932036245775195,-1.4902884060518788,-1.4961188431031602,-1.4961188431031602,14.722845074397537,0.0,8.0,0.25029702892633865,1.0
partially_active__no_internal_noise,0,1,8,-1.7911280903170639,3.7477468304431856,3747.7468304431854,0.09375,0.9553124847943113,24.56565610659583,-1.7911280903170639,-1.7906214954160187,-1.791634685218109,-1.791634685218109,14.996648242680603,0.0,8.0,0.28558022882131845,1.0
partially_active__no_internal_noise,0,1,9,-1.3317418582183134,3.670072804206807,3670.072804206807,0.078125,0.9575139633328515,20.40432675711261,-1.3317418582183134,-1.3125653028124722,-1.3509184136241548,-1.3509184136241548,13.874600721895675,0.0,8.0,0.21592784710374957,1.0
partially_active__no_internal_noise,0,1,10,-1.9482351704880916,4.222696446217039,4222.696446217039,0.125,0.9726388266066166,26.436654326602433,-1.9482351704880916,-1.9113939662409516,-1.9850763747352314,-1.9850763747352314,14.994552549034783,0.0,8.0,0.32299206771285555,1.0
partially_active__no_internal_noise,0,1,11,-1.9056466908350793,2.7882226532580825,2788.2226532580826,0.140625,0.9243668275132761,23.731877519618976,-1.9056466908350793,-1.897861308790707,-1.9134320728794514,-1.9134320728794514,14.822767872103096,0.0,8.0,0.27835814339972714,1.0
partially_active__no_internal_noise,0,1,12,-1.4127316957110152,3.5400048729286633,3540.004872928663,0.125,0.9483383334817623,20.017438492645542,-1.4127316957110152,-1.4018891961912234,-1.423574195230807,-1.423574195230807,14.358048035955616,0.0,8.0,0.18744459863714552,1.0
partially_active__no_internal_noise,0,1,13,-1.5133360062111918,3.7686291015924676,3768.6291015924676,0.09375,0.9550699562788847,21.84695718950423,-1.5133360062111918,-1.5088741817706492,-1.5177978306517341,-1.5177978306517341,17.724658521203434,0.0,8.0,0.17343971796423763,1.0
partially_active__no_internal_noise,0,1,14,-0.4778805410377752,3.9974179840607977,3997.4179840607976,0.109375,0.9627212134954144,11.594569972764006,-0.4778805410377752,-0.4586564899529368,-0.4971045921226136,-0.4971045921226136,12.901057604526548,0.0,8.0,0.0910373660088062,1.0
partially_active__no_internal_noise,0,1,15,-0.9188332776697327,3.334894924478756,3334.894924478756,0.078125,0.948241367856808,15.820552837699037,-0.9188332776697327,-0.9069714479458411,-0.9306951073936243,-0.9306951073936243,13.378207312120248,0.0,8.0,0.12580750472982297,1.0
partially_active__no_internal_noise,0,1,16,-1.867325065913795,3.8245550765030685,3824.5550765030684,0.15625,0.9579188023267342,24.413548354507004,-1.867325065913795,-1.8422102051905633,-1.8924399266370266,-1.8924399266370266,20.289792732372813,0.0,8.0,0.1872127729030439,1.0
