scenario,training_seed,episode,episode_return,episode_length,robust_feasibility_rate,mean_key_rate_bits_per_sample,mean_key_rate_bits_per_second,mean_raw_key_disagreement_rate,mean_observation_reciprocity,mean_surface_power_w,mean_robust_reward,mean_mean_sample_reward,mean_cvar_reward,mean_worst_sample_reward,mean_maximum_output_power,mean_power_violation,mean_effective_active_elements,mean_projection_scale
partially_active__no_internal_noise,0,0,-27.122418825055988,16,1.0,3.727961394673202,3727.9613946732024,0.1181640625,0.9526833752941011,23.245141842549373,-1.6951511765659995,-1.6785978709914322,-1.7117044821405667,-1.7117044821405667,17.480324899017102,0.0,8.0,0.1648730713036387
partially_active__no_internal_noise,0,1,-22.975564131974938,16,1.0,3.663727666489544,3663.7276664895444,0.109375,0.9516938608789494,20.746564215482582,-1.4359727582484334,-1.4207587920370375,-1.4511867244598293,-1.4511867244598293,15.186750673520285,0.0,8.0,0.21411159070827568
