episode,architecture,robust_reward,mean_reward,cvar_reward,worst_reward,mean_secure_key_rate_bps,cvar_secure_key_rate_bps,worst_secure_key_rate_bps,mean_raw_kdr,cvar_raw_kdr,worst_raw_kdr,mean_post_reconciliation_kdr,cvar_post_reconciliation_kdr,worst_post_reconciliation_kdr,mean_reciprocity,mean_surface_power_watt,power_violation_probability,mean_active_elements,mean_projection_scale
0.0,fully_active_fixed,-0.15631474739089338,-0.1387683457781586,-0.17386114900362815,-0.19214844998877922,0.0,0.0,0.0,0.3298315909429408,0.371194171007114,0.39957477452762247,0.17748630535277368,0.2122585314639386,0.22775282054799217,0.4457377710138467,0.6300010450945757,0.0,32.0,0.28109931524098286
1.0,fully_active_fixed,-0.17822085288372708,-0.16124143185364584,-0.19520027391380834,-0.21131838275221804,0.0,0.0,0.0,0.353689322993445,0.3869646084164746,0.4137175383720084,0.20189288159856628,0.23179478143475576,0.24305302975194587,0.3930161639096726,0.6300000313885782,0.0,32.0,0.0
2.0,fully_active_fixed,-0.13130143242809317,-0.11327012042497853,-0.1493327444312078,-0.16096029512063054,0.0,0.0,0.0,0.3129462902065844,0.3487715331796629,0.3525423728813559,0.15494095170186029,0.19253241333054938,0.1997115037865128,0.5310153681074621,0.6300004894317875,0.0,32.0,0.09870041971207932
3.0,fully_active_fixed,-0.13342067519033424,-0.11353867846358592,-0.15330267191708255,-0.16649575400887676,0.0,0.0,0.0,0.2949081915899112,0.34849701860528604,0.363406141183919,0.15826188432519991,0.1943267816857556,0.19990503323836656,0.48553457871538985,0.6300000267330435,1.0,32.0,0.0
4.0,fully_active_fixed,-0.035474567737530174,-0.01724907042215203,-0.05370006505290832,-0.0588113460041156,0.0,0.0,0.0,0.19378943473296675,0.23887489810698012,0.25240518038852916,0.05055424177687787,0.09112349520593546,0.09537465309898242,0.7132287390025704,0.6300010085618275,0.0,32.0,0.2975405496072554
5.0,fully_active_fixed,-0.14312665088900933,-0.13140766613805488,-0.15484563563996379,-0.15717756029921964,0.0,0.0,0.0,0.31965981091948403,0.3516876408135041,0.361219911693491,0.17010860901163125,0.19109348299563705,0.1861558182595072,0.4571117700845801,0.6300011469522887,0.0,32.0,0.3316522866912406
6.0,fully_active_fixed,-0.024502666096564672,-0.009982127074527804,-0.03902320511860154,-0.04945436364112665,0.0,0.0,0.0,0.19388965013525217,0.23588612854662877,0.24761349761349763,0.04916104037251218,0.07875777745843873,0.08619158619158619,0.749813936505076,0.6300008930791693,0.0,32.0,0.2664346260116943
7.0,fully_active_fixed,-1.7368350607164935,-1.7219634498061436,-1.7517066716268435,-1.767596098377229,0.0,0.0,0.0,0.3232006172856382,0.36727661238210024,0.3677716286424215,0.17596925110385814,0.21372080728120837,0.18997063474135983,0.4491991764842749,0.6300000456869661,1.0,32.0,0.0
8.0,fully_active_fixed,-0.1411471000114783,-0.11324169120453018,-0.16905250881842643,-0.18799925547755392,0.0,0.0,0.0,0.2949839672035013,0.3528284467358267,0.3646481178396072,0.14740069138635783,0.20661825179908344,0.22337841330002584,0.4862517637398652,0.6300006035075255,0.0,32.0,0.14657345079932504
9.0,fully_active_fixed,-0.19304170016635405,-0.17161787857813104,-0.21446552175457706,-0.22991871321303098,0.0,0.0,0.0,0.3669582327887631,0.40950626899747034,0.4476987447698745,0.2119130386647087,0.249582723113571,0.2677824267782427,0.37430620921365443,0.6300000402648038,0.0,32.0,0.0
