episode,architecture,robust_reward,mean_reward,cvar_reward,worst_reward,mean_secure_key_rate_bps,cvar_secure_key_rate_bps,worst_secure_key_rate_bps,mean_raw_kdr,cvar_raw_kdr,worst_raw_kdr,mean_post_reconciliation_kdr,cvar_post_reconciliation_kdr,worst_post_reconciliation_kdr,mean_reciprocity,mean_surface_power_watt,power_violation_probability,mean_active_elements,mean_projection_scale,transmission_retained_bits,transmission_mutual_information_ab,transmission_eve_information,transmission_reciprocity,transmission_raw_kdr,transmission_post_reconciliation_kdr,transmission_public_leakage_bits,transmission_finite_penalty_bits,transmission_conditional_min_entropy_bits,transmission_key_margin_bits,transmission_positive_key_margin_probability,transmission_reconciliation_success_probability,transmission_finite_length_secret_bits,transmission_final_key_bits,transmission_final_key_success_probability,transmission_zero_final_key_probability,transmission_secure_key_rate_bps,reflection_retained_bits,reflection_mutual_information_ab,reflection_eve_information,reflection_reciprocity,reflection_raw_kdr,reflection_post_reconciliation_kdr,reflection_public_leakage_bits,reflection_finite_penalty_bits,reflection_conditional_min_entropy_bits,reflection_key_margin_bits,reflection_positive_key_margin_probability,reflection_reconciliation_success_probability,reflection_finite_length_secret_bits,reflection_final_key_bits,reflection_final_key_success_probability,reflection_zero_final_key_probability,reflection_secure_key_rate_bps
10.0,partially_active_fixed,-0.007908640665929905,0.007241490732010378,-0.02305877206387019,-0.028305695376884918,0.0,0.0,0.0,0.2198525510618305,0.2555489157533638,0.2752926359291319,0.07758898384947971,0.11054951038169261,0.12619745867896107,0.7328397151068393,0.29400176758442265,0.0,8.0,0.9215677106712041,942.75,0.8156594542862696,0.06853916574491774,0.6349229309714302,0.25905262527502715,0.11347337235318436,890.125,171.125,877.75,-215.5,0.0,0.0,373.3125,0.0,0.0,1.0,0.0,927.0625,1.7368786669307434,0.6446435009110635,0.8307564992422485,0.18065247684863378,0.041704595345775086,847.25,169.6875,349.5,-699.4375,0.0,0.1875,509.0,0.0,0.0,1.0,0.0
11.0,partially_active_fixed,-0.0803542049385642,-0.06309187456763235,-0.09761653530949604,-0.10865935805490513,0.0,0.0,0.0,0.2997494977704523,0.33314025730654717,0.34605571583122974,0.1523589994589442,0.18500391011022055,0.19851694915254237,0.5809152953843497,0.2940018475927614,0.0,8.0,0.6463343808021369,942.125,0.6044574799280615,0.13438814340471145,0.5714935369859464,0.3022017101064469,0.15349998143668986,901.9375,171.125,814.75,-290.3125,0.0,0.0,195.9375,0.0,0.0,1.0,0.0,938.375,0.6593740725603392,0.22345325447586356,0.5903370537827529,0.29729728543445766,0.15121801748119856,890.8125,170.8125,728.4375,-365.1875,0.0,0.0,182.4375,0.0,0.0,1.0,0.0
12.0,partially_active_fixed,-0.108603104502757,-0.08778349026839474,-0.12942271873711925,-0.15361595443773848,0.0,0.0,0.0,0.32292022291814043,0.36527438984057115,0.36718246365378115,0.17425921344646145,0.2122463341610617,0.20955032119914346,0.5153836834506071,0.29400115499445967,0.0,8.0,0.6132890406887563,941.9375,0.3815454113528275,0.07005117094912769,0.46590847059390633,0.3418346291604998,0.19108076543427024,913.125,171.0625,875.4375,-240.75,0.0,0.0,80.375,0.0,0.0,1.0,0.0,937.6875,0.66772617233422,0.12717425473181632,0.564858896307308,0.3040058166757811,0.15743766145865268,887.6875,170.6875,817.875,-272.5,0.0,0.0,262.6875,0.0,0.0,1.0,0.0
13.0,partially_active_fixed,-0.04561823031201879,-0.025060820542993592,-0.06617564008104398,-0.07605373712279306,0.0,0.0,0.0,0.2544480143471765,0.3160702331996086,0.3233412556941969,0.11282475049364515,0.16620636963514795,0.17551990493166963,0.6578164900048257,0.2940011137037047,0.0,8.0,0.6007911333194729,941.9375,0.43845287365599395,0.11572601872506885,0.47647984330948284,0.3393345724889044,0.18726385141297963,921.6875,171.0625,832.1875,-292.5625,0.0,0.0,117.875,0.0,0.0,1.0,0.0,932.625,1.7843742145785328,0.3734856463716999,0.8391531367001683,0.16956145620544857,0.03838564957431066,798.1875,170.125,584.0625,-416.25,0.0,0.4375,677.0,0.0,0.0,1.0,0.0
14.0,partially_active_fixed,-0.05795184262063551,-0.026318539469592856,-0.08958514577167817,-0.13757452567049047,154.51588997831513,0.0,0.0,0.2710854511583063,0.33778137742826553,0.3931811288499186,0.12535684662263835,0.191225093940352,0.2468083933052086,0.6158636922751777,0.29400141343306796,0.0,8.0,1.0,941.5,0.4078957593815259,0.02055143809532456,0.4754382083700299,0.32829658153928787,0.18034083476104906,899.625,171.0625,921.8125,-180.875,0.0,0.0,128.25,0.0,0.0,1.0,0.0,929.875,1.3187338660779244,0.01478535382721808,0.7562891761803257,0.2138743207773246,0.07037285848422761,860.5,170.0625,915.625,-146.9375,0.125,0.1875,637.6875,15.6875,0.125,0.875,309.03177995663026
15.0,partially_active_fixed,0.0135553412461956,0.034663769003442216,-0.0075530865110510145,-0.016206547045598325,26.423683486058128,0.0,0.0,0.18785201815026278,0.24360604408236664,0.2591133156906032,0.05383430824067042,0.09645795985153505,0.1068082198668111,0.7767377547419035,0.29400141218412895,0.0,8.0,1.0,932.4375,1.6829984711711148,0.6711994559677573,0.8238304197011667,0.1625823494841853,0.0320865960422982,797.25,170.125,373.75,-625.625,0.0625,0.3125,472.8125,2.6875,0.0625,0.9375,52.847366972116255,930.25,1.1985422269439736,0.573164066230181,0.7296450897826403,0.2131216868163403,0.07558202043904265,834.25,170.125,409.3125,-627.0625,0.0,0.1875,273.375,0.0,0.0,1.0,0.0
16.0,partially_active_fixed,-0.0024883868464691088,0.0123222236385674,-0.017298997331505618,-0.024261106877016103,0.0,0.0,0.0,0.22664890249651592,0.2758863305025326,0.28606274141711124,0.07786810309372134,0.12842365561658017,0.14132232735872713,0.7752339466846586,0.29400114450106374,0.0,8.0,0.6453068022730442,941.4375,0.9496624183941197,0.1607461114960337,0.6794080472453656,0.24336973558637434,0.09261266495742022,912.25,171.0,789.25,-326.0,0.0,0.0625,377.375,0.0,0.0,1.0,0.0,926.8125,2.065358993097367,0.7099619090866162,0.8710598461239517,0.20992806940665754,0.06312354123002246,883.4375,169.6875,337.0,-748.125,0.0,0.0625,613.125,0.0,0.0,1.0,0.0
17.0,partially_active_fixed,-0.07335374524074834,-0.05386482766851673,-0.09284266281297994,-0.12118765168791672,0.0,0.0,0.0,0.3016871177896255,0.34999937675494425,0.3741660702135744,0.14784877966274632,0.1974738071690325,0.21652241338175648,0.6318941766915951,0.29400104112023023,0.0,8.0,0.6037449551389233,943.0625,0.5916428750270102,0.06486018596766815,0.5344721209418692,0.3064485379262384,0.15425699592913128,916.5625,171.25,881.75,-238.0625,0.0,0.0,211.375,0.0,0.0,1.0,0.0,938.0625,1.1406988968186331,0.2287277378710042,0.7293162324413212,0.2969256976530126,0.14144056339636135,927.8125,170.6875,722.875,-407.625,0.0,0.0,476.3125,0.0,0.0,1.0,0.0
18.0,partially_active_fixed,-0.0433109670983734,-0.022465193997488177,-0.06415674019925863,-0.07727500548425381,120.06163001936076,0.0,0.0,0.2688277094741498,0.3131822765340786,0.34985994607269344,0.1238480930255934,0.16308037894767244,0.19769356674407965,0.6467134260651037,0.29400187475370076,0.0,8.0,0.6530108318016996,936.75,0.4304783533672692,0.0803503964820729,0.49589318954180206,0.3304196851366027,0.1815835608623626,900.3125,170.75,860.625,-242.4375,0.0,0.0,88.25,0.0,0.0,1.0,0.0,916.0625,1.4919750673954222,0.5476598799835969,0.7975336625884055,0.20723573381169702,0.06611262518882421,834.125,168.75,476.5625,-558.3125,0.125,0.125,433.625,12.1875,0.125,0.875,240.12326003872153
19.0,partially_active_fixed,-0.10523890954494924,-0.08513629482946139,-0.1253415242604371,-0.1434581963008763,0.0,0.0,0.0,0.31328760126343685,0.3559703682704094,0.3801730120448814,0.16400600443300622,0.20515679673817117,0.2325596575488357,0.5045379140016947,0.2940007699808189,0.0,8.0,0.3452937831330507,938.6875,0.9035245327117697,0.2392630790642069,0.6612983518550697,0.2566134969103271,0.10859497251985774,894.25,170.8125,713.8125,-383.25,0.0,0.0,314.9375,0.0,0.0,1.0,0.0,942.3125,0.2039178827122731,0.05522781886072643,0.3477774761483196,0.3699617056165466,0.2194170363461547,914.6875,171.1875,889.8125,-228.0625,0.0,0.0,12.375,0.0,0.0,1.0,0.0
20.0,partially_active_fixed,-0.12360731303535447,-0.0905057945348909,-0.15670883153581802,-0.17324376175205444,0.0,0.0,0.0,0.32938401466414235,0.40330500229073973,0.41477038502761976,0.1758644543866965,0.25143530968186717,0.2665581114134169,0.5179317305335664,0.2940013330953303,0.0,8.0,0.7290667032405853,940.375,0.516979155873031,0.04288559771721061,0.515080833400291,0.3265750245111263,0.17145273466709093,932.3125,171.0,899.6875,-235.625,0.0,0.0,199.6875,0.0,0.0,1.0,0.0,937.5625,0.5435797862578102,0.2712979289220181,0.5207826276668419,0.3321930048171584,0.1802761741063021,912.5625,170.875,683.125,-432.3125,0.0,0.0,126.3125,0.0,0.0,1.0,0.0
21.0,partially_active_fixed,-0.010876352168257754,0.022809842543505994,-0.0445625468800215,-0.07636862736315125,332.7047890698566,0.0,0.0,0.23591963419841283,0.28352632126523836,0.3090746922111335,0.10075266688458559,0.1350206802529978,0.16120700095870982,0.6844963853963071,0.2940009634353465,0.0,8.0,0.5168676944338291,939.6875,0.4828565828740714,0.08559494027530354,0.5085867923273606,0.31321249309461674,0.1649204453906623,900.8125,170.8125,858.6875,-244.9375,0.0,0.0,136.4375,0.0,0.0,1.0,0.0,923.1875,1.9601997564196907,0.16343625333842776,0.8604059784652534,0.15862677530220898,0.036584888378508845,747.0625,169.3125,772.0,-176.375,0.3125,0.375,721.875,33.6875,0.3125,0.6875,665.4095781397132
22.0,partially_active_fixed,-0.10029766770600851,-0.06576864983330175,-0.13482668557871527,-0.151235545716843,0.0,0.0,0.0,0.3012432231014431,0.379141241851546,0.40250752118351685,0.15114735512290622,0.23470820684785018,0.2561227493950852,0.5712652799647537,0.2940009427553096,0.0,8.0,1.0,942.0,0.6065453484245141,0.15097836795783356,0.5509766101600975,0.290970436079971,0.14091301525167854,903.0625,171.0625,799.1875,-306.9375,0.0,0.0625,197.375,0.0,0.0,1.0,0.0,935.5,0.7151533077340855,0.037013897736621795,0.5915539497694101,0.3115160101229152,0.1613816949941339,901.5625,170.5625,900.5,-203.625,0.0,0.0625,344.9375,0.0,0.0,1.0,0.0
23.0,partially_active_fixed,-0.028956811949109526,-0.011503360685472582,-0.046410263212746466,-0.08199848245162789,0.0,0.0,0.0,0.24098288102788595,0.282809578427635,0.3445425639236687,0.10136482517296218,0.1397852076124235,0.20022227145874189,0.691941335823765,0.2940018733628263,0.0,8.0,1.0,939.375,0.5935239690146287,0.1444016665884983,0.5607470149098674,0.30130367044001594,0.15333382679040924,904.8125,170.875,803.5625,-304.125,0.0,0.0,170.3125,0.0,0.0,1.0,0.0,941.375,1.6630112657758325,0.6105382145816709,0.8231356567376626,0.18066209161575592,0.04939582355551509,814.0625,171.0625,445.125,-572.0,0.0,0.25,522.75,0.0,0.0,1.0,0.0
24.0,partially_active_fixed,-0.0320393031249089,-0.007601954641582917,-0.05647665160823489,-0.06813720777278563,68.97639036695439,0.0,0.0,0.25221617599003854,0.3090457354732327,0.2969001430359378,0.10767970519487546,0.16448075517600813,0.14941444662971573,0.7050429334191827,0.29400092367095615,0.0,8.0,0.48725405150268486,937.125,0.8246930544905321,0.0717104180464775,0.6103344035839714,0.30087694835919626,0.15527436257862992,883.3125,170.75,869.375,-216.6875,0.0625,0.0625,292.1875,7.0,0.0625,0.9375,137.95278073390878,928.75,1.5405530147829039,0.792068646098173,0.7997514632543938,0.20355540362088087,0.06008504781112098,869.25,170.0,240.3125,-830.9375,0.0,0.0625,292.0625,0.0,0.0,1.0,0.0
25.0,partially_active_fixed,-0.04735444790556914,-0.031274291058424504,-0.06343460475271377,-0.08020257300602726,0.0,0.0,0.0,0.27798961932866817,0.32498585652080514,0.34602434781805735,0.13251254153945158,0.17357977680892178,0.1914190504881914,0.6856032734986779,0.2940013609382599,0.0,8.0,1.0,942.0,0.4599023778856022,0.03610630101319376,0.5086796049697383,0.350505464413205,0.20028132399669413,909.5,171.125,907.5625,-205.0625,0.0,0.0,149.0,0.0,0.0,1.0,0.0,923.9375,1.9728545351623041,0.8685920815396195,0.8625269420276176,0.2054737742441314,0.0647437590822091,834.5625,169.4375,190.75,-845.25,0.0,0.125,504.625,0.0,0.0,1.0,0.0
26.0,partially_active_fixed,-0.034438148824430984,-0.013659923519807538,-0.05521637412905443,-0.06982491833479738,0.0,0.0,0.0,0.2433458456541972,0.3029143845739629,0.3186268563403676,0.09456355306604944,0.15321927965537394,0.16804458482828122,0.6870658565528274,0.29400172003274394,0.0,8.0,0.8636073656392176,942.75,0.8406343460470518,0.1156991567534439,0.6517008375762302,0.2465378671493348,0.09344064780122294,918.125,171.25,832.8125,-288.5625,0.0,0.0625,372.3125,0.0,0.0,1.0,0.0,930.625,1.1335531981262177,0.423248497849224,0.7224308755294244,0.24015382415905961,0.09568645833087593,871.5625,170.0,536.375,-537.1875,0.0,0.125,308.9375,0.0,0.0,1.0,0.0
27.0,partially_active_fixed,-0.04886383557914849,-0.02958189294572173,-0.06814577821257524,-0.11258249635318655,25.894213506421767,0.0,0.0,0.26347359644693,0.308641418561387,0.3667542459289268,0.12213415171456837,0.1608583184324578,0.20907978190719928,0.6448280352310368,0.2940012311910627,0.0,8.0,1.0,942.125,0.3291561714058552,0.0998974204643121,0.41742888102887826,0.3450341483899217,0.19523798735746634,907.4375,171.0625,847.5625,-262.9375,0.0,0.0,47.125,0.0,0.0,1.0,0.0,923.4375,2.0707692702978044,0.49083129870697917,0.8722271894331952,0.18191304450393833,0.0490303160716704,807.0,169.25,484.375,-523.875,0.0625,0.3125,696.5625,2.625,0.0625,0.9375,51.788427012843535
28.0,partially_active_fixed,-0.09494607424620108,-0.07514738423918639,-0.11474476425321575,-0.12038922454940602,0.0,0.0,0.0,0.3075528794762381,0.3482277095374246,0.3574713233449636,0.1565572002090695,0.19720627071911992,0.2010216414676974,0.540146014787697,0.29400147458606735,0.0,8.0,1.0,938.9375,0.5518364128543694,0.1218641714779585,0.5222621794476678,0.3178397249794118,0.16641449095676675,910.5,170.625,823.4375,-289.6875,0.0,0.0,158.5625,0.0,0.0,1.0,0.0,933.4375,0.6093845201679836,0.32101471822513483,0.5580298501277261,0.2972660339730645,0.14669990946137224,906.5625,170.25,633.75,-475.0625,0.0,0.0,102.25,0.0,0.0,1.0,0.0
29.0,partially_active_fixed,-0.00044010638927852,0.029866853810447815,-0.030747066589004855,-0.040701321331045065,167.74921686548277,0.0,0.0,0.22380866031301874,0.28685636455693375,0.28325307745872136,0.08397399609899496,0.1368094100995943,0.138722279266839,0.7719820225207437,0.2940014222373985,0.0,8.0,0.44375080907589304,935.5,1.5899903236334896,0.12000315572032723,0.8117643217025962,0.20127650517680712,0.0647162063455479,832.125,170.4375,823.125,-211.4375,0.125,0.1875,716.0625,17.0,0.125,0.875,335.49843373096553,930.75,1.2079867738331949,0.45698105853848464,0.7321997233388914,0.24634081544923034,0.10323178585244203,863.75,170.125,506.125,-559.75,0.0,0.125,326.0625,0.0,0.0,1.0,0.0
30.0,partially_active_fixed,-0.012841795803483463,0.013164274856192232,-0.03884786646315916,-0.04969467203680934,92.5286221871299,0.0,0.0,0.22886870753201896,0.2917447279831264,0.31128438910591777,0.08589926285994301,0.1431501729435264,0.16592700467954116,0.7387295415140667,0.2940014189932462,0.0,8.0,0.6278755413696384,940.375,0.9313688701461105,0.2358051799360826,0.6763400556472055,0.24224924668937892,0.0957491731319306,891.8125,170.875,718.8125,-375.875,0.0,0.0625,341.5625,0.0,0.0,1.0,0.0,917.0,1.535566588960216,0.1541890753990693,0.8011190273809279,0.215488168374659,0.07604935258795542,829.25,168.75,775.0,-255.0,0.0625,0.1875,670.5625,9.375,0.0625,0.9375,185.0572443742598
31.0,partially_active_fixed,0.010953519960572677,0.0335489141064239,-0.011641874185278542,-0.02539497500856044,159.3309059220189,0.0,0.0,0.2267529802189933,0.27566520619717094,0.304772390192249,0.08623080664189084,0.12354167840811461,0.15231840712287972,0.8019623330716821,0.2940015299061779,0.0,8.0,0.7812631301616602,941.0,1.5142408069657542,0.023049856381836813,0.8000123101371832,0.2162486896688631,0.07926056819753499,845.5,171.125,918.8125,-129.8125,0.125,0.1875,716.0625,16.125,0.125,0.875,318.6618118440378,928.4375,1.5592906870659806,0.4306720137793191,0.8039123560061812,0.23725727076912348,0.09320104508624667,865.375,169.9375,538.0,-529.3125,0.0,0.125,501.9375,0.0,0.0,1.0,0.0
32.0,partially_active_fixed,-0.1004896860424791,-0.07649201582618007,-0.12448735625877813,-0.14059671778120936,0.0,0.0,0.0,0.3104138747295698,0.36911592268807036,0.3864690339453747,0.16410375142582573,0.21657005392274545,0.23059734692226805,0.5405752876774973,0.2940013599689461,0.0,8.0,1.0,928.9375,1.434015193412574,0.41393571361605613,0.7818074454022638,0.20768307489002638,0.06486472379080227,863.125,169.9375,551.125,-513.9375,0.0,0.125,479.0,0.0,0.0,1.0,0.0,944.1875,0.26565693079458086,0.05926798266647923,0.29934312995273094,0.4131446745691133,0.26334277906084913,910.4375,171.3125,888.0,-225.75,0.0,0.0,82.625,0.0,0.0,1.0,0.0
33.0,partially_active_fixed,-0.07392429085310673,-0.055836427535303323,-0.09201215417091013,-0.10817333434851435,0.0,0.0,0.0,0.30604515454922765,0.36265195191886296,0.40312075983717777,0.15955278307206305,0.21384992499584637,0.25096062848477246,0.6329315670703013,0.29400163674749763,0.0,8.0,1.0,943.875,0.2607639125131348,0.05828331091609272,0.38909863886226304,0.35922680127593465,0.21399299331872113,892.9375,171.3125,888.25,-208.0,0.0,0.0,36.6875,0.0,0.0,1.0,0.0,929.75,2.1190596899849976,0.18962061014194628,0.8767644952783396,0.2528635078225207,0.10511257282540498,881.4375,169.875,752.6875,-330.625,0.0,0.0625,727.875,0.0,0.0,1.0,0.0
34.0,partially_active_fixed,-0.005149329991910932,0.015548163258233732,-0.025846823242055596,-0.037764174144886725,0.0,0.0,0.0,0.21518736636070063,0.2716189049137507,0.27534804463705104,0.07251141489674012,0.12391956469350814,0.12391006137357186,0.7627100387635614,0.29400161314128226,0.0,8.0,0.6973227792485064,937.25,0.9538182168516609,0.11256774686778469,0.6717026735812123,0.22574938458021393,0.08359253872304082,862.75,170.6875,830.6875,-234.75,0.0,0.125,439.3125,0.0,0.0,1.0,0.0,933.6875,1.9070161075547454,0.4813995103532649,0.8537174039459106,0.20462534814118738,0.061430291070439444,863.0625,170.3125,483.5625,-581.8125,0.0,0.1875,691.0,0.0,0.0,1.0,0.0
35.0,partially_active_fixed,-0.0673373776285334,-0.04830434126147615,-0.08637041399559063,-0.09593325996266155,0.0,0.0,0.0,0.2779528222267911,0.3300346036562547,0.3566062387718439,0.13187252596267307,0.1804631677049679,0.2107903011733639,0.6003613470954494,0.29400199567170515,0.0,8.0,0.9082500380622731,940.25,1.1695637681206434,0.10508678819697183,0.7375481522729836,0.2099419549680599,0.06673912649606803,871.375,171.0,841.4375,-232.9375,0.0,0.125,581.5625,0.0,0.0,1.0,0.0,943.9375,0.40315122617430815,0.11151100548716465,0.46317454191791524,0.3459636894855222,0.1970059254292781,905.875,171.1875,838.3125,-270.75,0.0,0.0,108.1875,0.0,0.0,1.0,0.0
