episode,architecture,robust_reward,mean_reward,cvar_reward,worst_reward,mean_secure_key_rate_bps,cvar_secure_key_rate_bps,worst_secure_key_rate_bps,mean_raw_kdr,cvar_raw_kdr,worst_raw_kdr,mean_post_reconciliation_kdr,cvar_post_reconciliation_kdr,worst_post_reconciliation_kdr,mean_reciprocity,mean_surface_power_watt,power_violation_probability,mean_active_elements,mean_projection_scale,transmission_retained_bits,transmission_mutual_information_ab,transmission_eve_information,transmission_reciprocity,transmission_raw_kdr,transmission_post_reconciliation_kdr,transmission_public_leakage_bits,transmission_finite_penalty_bits,transmission_conditional_min_entropy_bits,transmission_key_margin_bits,transmission_positive_key_margin_probability,transmission_reconciliation_success_probability,transmission_finite_length_secret_bits,transmission_final_key_bits,transmission_final_key_success_probability,transmission_zero_final_key_probability,transmission_secure_key_rate_bps,reflection_retained_bits,reflection_mutual_information_ab,reflection_eve_information,reflection_reciprocity,reflection_raw_kdr,reflection_post_reconciliation_kdr,reflection_public_leakage_bits,reflection_finite_penalty_bits,reflection_conditional_min_entropy_bits,reflection_key_margin_bits,reflection_positive_key_margin_probability,reflection_reconciliation_success_probability,reflection_finite_length_secret_bits,reflection_final_key_bits,reflection_final_key_success_probability,reflection_zero_final_key_probability,reflection_secure_key_rate_bps
0.0,partially_active_dynamic,-0.022758016064408908,0.0002866491897396714,-0.045802681318557484,-0.07821563499447222,0.0,0.0,0.0,0.23185844660221278,0.29471661063614774,0.34171160601327333,0.08649581390596595,0.15012196241909692,0.1996579191021083,0.7280799272018736,0.29400112949528673,0.0,8.0,0.6878131115623445,938.375,0.7586708087259484,0.11207537482274503,0.6231771915599341,0.2662064913575293,0.11151198992029865,923.6875,170.9375,832.875,-293.75,0.0,0.0,298.5,0.0,0.0,1.0,0.0,924.8125,1.7363392954933579,0.5411713200650039,0.8329826628438133,0.19751040184689628,0.061479637891633236,823.875,169.625,454.4375,-571.0625,0.0,0.1875,607.3125,0.0,0.0,1.0,0.0
1.0,partially_active_dynamic,-0.10857907825967146,-0.07126340281166232,-0.1458947537076806,-0.18218527950482374,0.0,0.0,0.0,0.3106855925290401,0.39946489649028377,0.4433430736919003,0.16042498795939988,0.24866797440008917,0.2990868413843485,0.5673976509931078,0.29400136745763833,0.0,8.0,0.5626992701812723,939.6875,0.5694079506263021,0.08800494162787222,0.5331289093475513,0.3141202558913563,0.15865827502848126,929.875,170.875,856.5,-276.25,0.0,0.0,188.8125,0.0,0.0,1.0,0.0,938.6875,0.7665079186521875,0.24673276011020767,0.6016663926386643,0.30725092916672386,0.16219170089031848,882.0,170.875,706.6875,-378.1875,0.0,0.0625,221.25,0.0,0.0,1.0,0.0
2.0,partially_active_dynamic,-0.1047053063710652,-0.07953935072399985,-0.12987126201813054,-0.15245454158574762,0.0,0.0,0.0,0.310158065050016,0.3631157967724669,0.3832087088264611,0.1618095139361762,0.2138594303274269,0.23875168638041105,0.5246990981436234,0.29400137827716544,0.0,8.0,1.0,943.1875,0.6709966366435873,0.10163997250228322,0.5910367922280793,0.27424776473950496,0.12909450272245948,888.5,171.1875,846.9375,-244.75,0.0,0.0625,255.9375,0.0,0.0,1.0,0.0,935.4375,0.41946051339922774,0.12875161113933678,0.4583614040591675,0.34606836536052704,0.1945245251498929,908.625,170.4375,814.875,-296.1875,0.0,0.0,100.125,0.0,0.0,1.0,0.0
3.0,partially_active_dynamic,-0.14141747165897245,-0.124111513120773,-0.1587234301971719,-0.1730732364402799,0.0,0.0,0.0,0.3629376272897223,0.4042139117260646,0.41464959189417394,0.21393229876772796,0.2546982776464647,0.2718885448916409,0.4337871709193631,0.29400133659784466,0.0,8.0,0.6184251556348475,945.5625,0.5171027985705423,0.12583254112621015,0.5295498470738369,0.32036504646798225,0.17308096978525825,901.25,171.25,826.3125,-278.1875,0.0,0.0,136.3125,0.0,0.0,1.0,0.0,939.5625,0.24054711838016846,0.07059128375509074,0.33802449476488916,0.4055102081114623,0.25478362775019764,906.875,170.875,872.6875,-237.0625,0.0,0.0,51.9375,0.0,0.0,1.0,0.0
4.0,partially_active_dynamic,-0.027011501219665238,-0.013183308550704018,-0.04083969388862646,-0.050977042185694724,0.0,0.0,0.0,0.24194413374239154,0.28082389833441007,0.29714020452908996,0.1025171855503048,0.13274199027691938,0.14062706201857292,0.6859449724367808,0.2940023616686442,0.0,8.0,1.0,941.625,0.4357401808608563,0.05896770089959999,0.5001653057459773,0.33354548044582355,0.18672398210143823,896.875,171.0625,885.75,-214.1875,0.0,0.0,117.3125,0.0,0.0,1.0,0.0,937.125,2.06779810173484,0.3500069750192858,0.8717246391275844,0.15034278703895948,0.018310388999171347,806.5625,170.625,607.25,-401.9375,0.0,0.4375,732.1875,0.0,0.0,1.0,0.0
5.0,partially_active_dynamic,-0.08281630426902516,-0.05576522062639943,-0.10986738791165089,-0.11617896336064948,0.0,0.0,0.0,0.28997294497591003,0.3597283549349092,0.3637964204107429,0.14281499793398963,0.2095400674537624,0.21797249212291264,0.593107008026128,0.2940014974367004,0.0,8.0,1.0,940.1875,0.409463951363156,0.01581104169199843,0.46423499919131983,0.33970673430412096,0.18905632029060812,905.625,171.0625,924.8125,-183.875,0.0,0.0,148.0,0.0,0.0,1.0,0.0,935.1875,1.1747351727596569,0.33244579020800763,0.7219790168609364,0.2402391556476991,0.09657367557737115,871.25,170.4375,631.4375,-442.25,0.0,0.125,405.25,0.0,0.0,1.0,0.0
6.0,partially_active_dynamic,-0.04696978491008165,-0.014745766352222632,-0.07919380346794067,-0.10836649378923056,0.0,0.0,0.0,0.24543645188209096,0.33729300588490563,0.3453685527283631,0.10355607743201793,0.1877047950009172,0.1895142965569262,0.6868630420478193,0.2940014882074102,0.0,8.0,0.4506272635081041,943.4375,0.7383494374594719,0.06819322572475625,0.615870632614061,0.2589581611325673,0.11568247350119194,885.375,171.25,878.5,-210.125,0.0,0.0,334.8125,0.0,0.0,1.0,0.0,931.375,1.3619724223084113,0.4987335323611053,0.7578554514815775,0.23191474263161463,0.0914296813628439,837.75,170.125,465.625,-574.25,0.0,0.25,410.375,0.0,0.0,1.0,0.0
7.0,partially_active_dynamic,-0.003946273702009921,0.014729452631488466,-0.022622000035508308,-0.04282636220151198,18.44056728102441,0.0,0.0,0.22115977291111932,0.28273046682704506,0.32438238453276047,0.08742952853354137,0.13977759345063426,0.16541353383458646,0.7643271023405347,0.29400138109161256,0.0,8.0,0.8959768620559796,940.0625,0.8856826535151834,0.2332308244209659,0.6585385674510832,0.30714998674542626,0.1599322172107201,895.1875,170.75,719.9375,-378.0,0.0625,0.0625,276.875,1.875,0.0625,0.9375,36.88113456204882,924.0625,2.059780035866548,0.31292527190154085,0.8701156372299861,0.13516955907681233,0.014926839856362662,730.8125,169.5625,635.1875,-297.1875,0.0,0.625,722.5,0.0,0.0,1.0,0.0
8.0,partially_active_dynamic,-0.06425131832442511,-0.04811307100958043,-0.0803895656392698,-0.09135163453679027,0.0,0.0,0.0,0.2832448804928534,0.31986045419050696,0.33384262796027503,0.13359239786190183,0.16890646017560618,0.17210763093116035,0.6145476655266451,0.29400163868482765,0.0,8.0,0.6024030818490891,944.9375,0.6065784048065311,0.09261340242929869,0.5701191820048298,0.28922150668926083,0.1407928133580978,904.875,171.375,856.6875,-251.5625,0.0,0.0,211.1875,0.0,0.0,1.0,0.0,943.4375,0.858377946577833,0.02244189973868467,0.6589761490484605,0.27726825429644597,0.12639198236570592,914.0625,171.1875,921.6875,-195.5625,0.0,0.0,464.75,0.0,0.0,1.0,0.0
9.0,partially_active_dynamic,-0.06142699514905423,-0.03415797297861452,-0.08869601731949395,-0.10561378263424998,0.0,0.0,0.0,0.2805253583773343,0.35986547881492315,0.38906368333311675,0.13497539787955065,0.21553229448884353,0.24995303589003193,0.6775241560086396,0.294001249916753,0.0,8.0,0.5679391332231969,935.3125,0.6105064425268507,0.05753509143565312,0.5481562596587343,0.30914643643023887,0.15986354088996246,899.5,170.5625,881.125,-220.9375,0.0,0.0,258.1875,0.0,0.0,1.0,0.0,932.4375,1.5480044550808896,0.4334860224964254,0.8068920523585448,0.2519042803244297,0.11008725486913887,861.25,170.1875,527.75,-535.6875,0.0,0.0625,564.9375,0.0,0.0,1.0,0.0
