scenario,training_seed,evaluation_episodes,episode_return_mean,episode_return_std,episode_length_mean,episode_length_std,robust_feasibility_rate_mean,robust_feasibility_rate_std,mean_key_rate_bits_per_sample_mean,mean_key_rate_bits_per_sample_std,mean_key_rate_bits_per_second_mean,mean_key_rate_bits_per_second_std,mean_raw_key_disagreement_rate_mean,mean_raw_key_disagreement_rate_std,mean_observation_reciprocity_mean,mean_observation_reciprocity_std,mean_surface_power_w_mean,mean_surface_power_w_std,mean_robust_reward_mean,mean_robust_reward_std,mean_mean_sample_reward_mean,mean_mean_sample_reward_std,mean_cvar_reward_mean,mean_cvar_reward_std,mean_worst_sample_reward_mean,mean_worst_sample_reward_std,mean_maximum_output_power_mean,mean_maximum_output_power_std,mean_power_violation_mean,mean_power_violation_std,mean_effective_active_elements_mean,mean_effective_active_elements_std,mean_projection_scale_mean,mean_projection_scale_std
partially_active__perfect_csi,0,2,6.572106484041502,0.6338702945953434,16.0,0.0,1.0,0.0,2.876792427721602,0.26980811557006446,2876.7924277216016,269.80811557006456,0.1474609375,0.011048543456039806,0.9179425750092463,0.012609236076911187,0.5788531229280112,0.13675694096615848,0.41075665525259386,0.03961689341220896,0.42766996752120556,0.0375269644134921,0.39384334298398216,0.041706822410925784,0.39384334298398216,0.041706822410925784,8.131691365419979,0.6424917894085987,0.0,0.0,8.0,0.0,1.0,0.0
