scenario,training_seed,episode,episode_return,episode_length,robust_feasibility_rate,mean_key_rate_bits_per_sample,mean_key_rate_bits_per_second,mean_raw_key_disagreement_rate,mean_observation_reciprocity,mean_surface_power_w,mean_robust_reward,mean_mean_sample_reward,mean_cvar_reward,mean_worst_sample_reward,mean_maximum_output_power,mean_power_violation,mean_effective_active_elements,mean_projection_scale
partially_active__perfect_csi,0,0,7.020320467742583,16,1.0,3.0675755758603582,3067.5755758603577,0.1396484375,0.9268586513448123,0.6755548832595102,0.4387700292339115,0.4542055385353321,0.4233345199324909,0.4233345199324909,8.586001666567478,0.0,8.0,1.0
partially_active__perfect_csi,0,1,6.123892500340419,16,1.0,2.6860092795828456,2686.009279582845,0.1552734375,0.9090264986736803,0.48215136259651215,0.38274328127127627,0.40113439650707905,0.3643521660354735,0.3643521660354735,7.677381064272479,0.0,8.0,1.0
