episode,architecture,robust_reward,mean_reward,cvar_reward,worst_reward,mean_secure_key_rate_bps,cvar_secure_key_rate_bps,worst_secure_key_rate_bps,mean_raw_kdr,cvar_raw_kdr,worst_raw_kdr,mean_reciprocity,mean_surface_power_watt,power_violation_probability,mean_active_elements,mean_projection_scale
0.0,partially_active_fixed,-9.244592126288591,-8.928264822383344,-9.56091943019384,-9.56091943019384,0.0,0.0,0.0,0.3214549731182796,0.3321572580645161,0.3321572580645161,0.42893787426215724,0.29400179493840745,0.0,8.0,1.0
