step,reward,mean_secure_key_rate_bps,mean_raw_kdr,mean_surface_power_watt,power_violation_probability,critic_loss,actor_loss
0.0,-0.210965263687041,0.0,0.41794301712779974,0.2940017520055105,0.0,nan,nan
9.0,-0.08613596436225512,0.0,0.2793854696028609,0.2940017186325962,0.0,0.0033214627765119076,nan
