episode,architecture,robust_reward,mean_reward,cvar_reward,worst_reward,mean_secure_key_rate_bps,cvar_secure_key_rate_bps,worst_secure_key_rate_bps,mean_raw_kdr,cvar_raw_kdr,worst_raw_kdr,mean_post_reconciliation_kdr,cvar_post_reconciliation_kdr,worst_post_reconciliation_kdr,mean_reciprocity,mean_surface_power_watt,power_violation_probability,mean_active_elements,mean_projection_scale,transmission_retained_bits,transmission_mutual_information_ab,transmission_eve_information,transmission_reciprocity,transmission_raw_kdr,transmission_post_reconciliation_kdr,transmission_public_leakage_bits,transmission_finite_penalty_bits,transmission_conditional_min_entropy_bits,transmission_key_margin_bits,transmission_positive_key_margin_probability,transmission_reconciliation_success_probability,transmission_finite_length_secret_bits,transmission_final_key_bits,transmission_final_key_success_probability,transmission_zero_final_key_probability,transmission_secure_key_rate_bps,reflection_retained_bits,reflection_mutual_information_ab,reflection_eve_information,reflection_reciprocity,reflection_raw_kdr,reflection_post_reconciliation_kdr,reflection_public_leakage_bits,reflection_finite_penalty_bits,reflection_conditional_min_entropy_bits,reflection_key_margin_bits,reflection_positive_key_margin_probability,reflection_reconciliation_success_probability,reflection_finite_length_secret_bits,reflection_final_key_bits,reflection_final_key_success_probability,reflection_zero_final_key_probability,reflection_secure_key_rate_bps
10.0,passive,-0.11726333940040215,-0.1040734741699383,-0.13045320463086602,-0.13811059703463913,0.0,0.0,0.0,0.35152664151731106,0.37786944258557875,0.3817836694050286,0.2015667967147581,0.2281973003999307,0.23735582109368517,0.4494492329435863,0.18200000000000002,0.0,0.0,1.0,939.3125,0.38269820153841644,0.11620703012235635,0.4606712324498827,0.351287346720241,0.20123925953438018,902.0625,170.9375,829.625,-275.375,0.0,0.0,72.5,0.0,0.0,1.0,0.0,943.125,0.3357435741537559,0.07533790592933419,0.43822723343728986,0.35176593631438124,0.201894333895136,911.25,171.3125,871.4375,-243.125,0.0,0.0,71.0625,0.0,0.0,1.0,0.0
11.0,passive,-0.09981899841447893,-0.0705324603253602,-0.12910553650359766,-0.14120261418974736,0.0,0.0,0.0,0.310992384149693,0.37735877888705005,0.38864889299770916,0.16192137012727617,0.22592363279273067,0.2385623358643364,0.5158186587474315,0.18200000000000002,0.0,0.0,1.0,941.3125,0.7316709798321323,0.03522813714540758,0.576500527666939,0.2832286994221421,0.13414973890152077,899.8125,171.0,907.625,-195.1875,0.0,0.0625,342.1875,0.0,0.0,1.0,0.0,943.375,0.3895271611924128,0.025715911614232024,0.45513678982792394,0.33875606887724385,0.1896930013530316,904.25,171.1875,918.625,-188.8125,0.0,0.0,121.3125,0.0,0.0,1.0,0.0
12.0,passive,-0.033241826686467094,-0.006157492818005608,-0.06032616055492857,-0.0648168994623053,97.39235063218732,0.0,0.0,0.24265791133629552,0.29432087223434406,0.30681529341346825,0.10834804121784922,0.15032338335889217,0.15039233853444955,0.6181611389346171,0.18200000000000002,0.0,0.0,1.0,941.125,0.3514165475298772,0.16197328661725718,0.36913738074324987,0.35287107015504093,0.20693025260121217,886.0,171.0625,788.125,-300.9375,0.0,0.0625,101.0,0.0,0.0,1.0,0.0,919.0625,2.0171142784620297,0.5964952490299614,0.8671848971259843,0.13244475251755009,0.00976582983448628,736.5,169.0625,420.375,-517.1875,0.0625,0.625,616.25,9.875,0.0625,0.9375,194.78470126437463
13.0,passive,-0.10125980374582419,-0.07899003436596845,-0.12352957312567991,-0.14896896329950987,0.0,0.0,0.0,0.327317626664119,0.37985387813621097,0.4126907823578897,0.17878750828340054,0.23230612170326326,0.2722829788086368,0.5143438948304553,0.18200000000000002,0.0,0.0,1.0,943.0625,0.5966697155292434,0.22069505044425697,0.5567772125895073,0.32581628809972296,0.17489780349161416,913.125,171.1875,734.5625,-381.75,0.0,0.0,126.625,0.0,0.0,1.0,0.0,942.25,0.41955864897645734,0.08070445947370347,0.4719105770714034,0.3288189652285151,0.18267721307518692,896.3125,171.0625,865.375,-234.0,0.0,0.0,94.3125,0.0,0.0,1.0,0.0
14.0,passive,-0.13438415387420516,-0.10900744156335612,-0.1597608661850542,-0.19232537637596273,0.0,0.0,0.0,0.35538715356663453,0.4065488617307602,0.4389936236034746,0.20741872549992274,0.2581636029911178,0.2946854356078516,0.4344306760998057,0.18200000000000002,0.0,0.0,1.0,941.8125,0.24016903965871447,0.03709583447577386,0.3539156317064167,0.38472243263412964,0.23762441948547652,896.8125,171.25,906.25,-193.8125,0.0,0.0,52.8125,0.0,0.0,1.0,0.0,940.0625,0.5396858100140828,0.08550816868668279,0.5149457204931946,0.32605187449913947,0.17721303151436898,903.5625,171.0625,859.1875,-247.4375,0.0,0.0,185.1875,0.0,0.0,1.0,0.0
15.0,passive,0.010138306584227265,0.03663040875428823,-0.016353795585833702,-0.04702513709370533,142.40413519239306,0.0,0.0,0.21626753350567454,0.2677740234012425,0.29145170401054415,0.07944076986384623,0.12350651757377032,0.14888909809828657,0.743618809939431,0.18200000000000002,0.0,0.0,1.0,941.3125,0.8803451226496861,0.25957469247208,0.6257025109320092,0.2797560680327128,0.13171319018563404,905.0,171.0625,697.0625,-411.0,0.0,0.0,249.8125,0.0,0.0,1.0,0.0,927.75,1.9627881034990984,0.362800165686044,0.8615351089468527,0.15277899897863628,0.027168349542058386,765.6875,169.75,592.4375,-375.0,0.125,0.4375,715.25,14.4375,0.125,0.875,284.8082703847861
16.0,passive,0.0162226704220201,0.04261062275360768,-0.010165281909567472,-0.02671633923381043,63.08008945004057,0.0,0.0,0.2112029507471051,0.28644512912240294,0.30247533901633283,0.07483332770772627,0.137670736199093,0.1557811814170536,0.8005204459107808,0.18200000000000002,0.0,0.0,1.0,935.9375,1.2686996892080493,0.17516945464011707,0.7439138133031625,0.25935752185212735,0.1148114995531666,874.6875,170.5625,771.25,-306.0,0.0,0.0625,532.75,0.0,0.0,1.0,0.0,926.1875,1.9220364407061155,0.49622036237079636,0.8571270785183991,0.16304837964208285,0.03485515586228594,778.875,169.625,527.25,-453.25,0.0625,0.375,662.6875,6.375,0.0625,0.9375,126.16017890008114
17.0,passive,-0.025288325894568364,0.003709180875257678,-0.05428583266439441,-0.058090059290868704,20.275849865319206,0.0,0.0,0.25287958988640474,0.33947465202184135,0.31502998759928635,0.10923554145384651,0.1906942097844712,0.1599035141501823,0.7316069541596406,0.18200000000000002,0.0,0.0,1.0,937.875,0.7602669071579946,0.14390109422410696,0.5963890221563932,0.26668346805237597,0.1249008146384755,867.0,170.75,802.0625,-267.6875,0.0,0.125,247.25,0.0,0.0,1.0,0.0,935.0625,2.0228890559956945,0.6022344987207986,0.866824886162888,0.23907571172043357,0.09357026826921751,877.6875,170.5625,508.0,-572.25,0.0625,0.125,607.9375,2.0625,0.0625,0.9375,40.55169973063841
18.0,passive,-0.15776973818242823,-0.12789735393465101,-0.18764212243020545,-0.21952107559758352,0.0,0.0,0.0,0.36576334586268655,0.4367331504463841,0.4767496804547061,0.21598437774460497,0.28609997475857774,0.3276087133882679,0.36592159498346133,0.18200000000000002,0.0,0.0,1.0,941.6875,0.18949570005988015,0.03672156328671142,0.32454764447174,0.3866904708296822,0.2352947176733372,914.5625,171.125,906.6875,-211.0,0.0,0.0,26.5,0.0,0.0,1.0,0.0,939.875,0.3099833428712234,0.18791858571355313,0.4072955454951827,0.3448362208956908,0.19667403781587273,898.8125,170.9375,762.9375,-338.8125,0.0,0.0,18.1875,0.0,0.0,1.0,0.0
19.0,passive,0.037482847646618724,0.05840900424699494,0.01655669104624251,-0.004590048722915335,27.665204304459877,0.0,0.0,0.19045745419079596,0.2522409125543563,0.2737677527151211,0.05309876168058907,0.10104267620790233,0.11541552293431992,0.8453560545597346,0.18200000000000002,0.0,0.0,1.0,930.625,1.6763681735671891,0.40175197413587566,0.8198684699587216,0.18871724014799152,0.05660586497004035,802.0,170.0625,556.3125,-447.75,0.0,0.5,620.75,0.0,0.0,1.0,0.0,931.25,2.0690887381125833,0.5376853465238131,0.8708436391607477,0.1921976682336004,0.049591658391137786,866.1875,170.0,438.75,-629.4375,0.0625,0.1875,638.5625,2.8125,0.0625,0.9375,55.330408608919754
20.0,passive,-0.22508098570906834,-0.21402511617963516,-0.23613685523850153,-0.24987442553265002,0.0,0.0,0.0,0.4511077698112835,0.4735694669827461,0.49072312661394124,0.3026094393872104,0.32646310084824487,0.3341281855282163,0.14864384363003275,0.18200000000000002,0.0,0.0,1.0,940.3125,0.03817690643740306,0.0192764810251548,0.12533371920540376,0.46281893287058573,0.3126501546421805,902.625,170.9375,921.875,-183.6875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,944.625,0.052066466528585126,0.06254017550906818,0.17195396805466176,0.4393966067519812,0.2925687241322404,900.5625,171.375,884.9375,-219.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,passive,-0.05194831400824751,-0.029459106125692032,-0.074437521890803,-0.0821476765502538,198.50056986432972,0.0,0.0,0.2900524949634377,0.3347752050879601,0.36119208314108686,0.1490943915225452,0.18878566605473457,0.21056622399307556,0.5695854218479692,0.18200000000000002,0.0,0.0,1.0,943.875,0.14307559934470176,0.0768017439927918,0.28030421845093734,0.4064051632103417,0.25790329459219913,904.1875,171.25,871.0625,-236.375,0.0,0.0,16.9375,0.0,0.0,1.0,0.0,919.5,1.9428888620059066,0.19797619667763072,0.8588666252450011,0.17369982671653372,0.040285488452891274,802.1875,169.0,739.0,-264.1875,0.125,0.25,718.5,20.125,0.125,0.875,397.00113972865944
22.0,passive,-0.13709565140545554,-0.11117397695335515,-0.1630173258575559,-0.18202700846628941,0.0,0.0,0.0,0.35393376054113107,0.40770727110364463,0.42659163969285946,0.20690790330190006,0.25948521152536735,0.2880491691327111,0.41996451658605194,0.18200000000000002,0.0,0.0,1.0,940.5,0.40693163259221177,0.1140718174704752,0.44947820591441173,0.344894395875167,0.1986054145302078,892.625,170.875,833.0625,-262.4375,0.0,0.0,99.1875,0.0,0.0,1.0,0.0,943.3125,0.28880630757887604,0.07142318024017572,0.3904508272576921,0.3629731252070951,0.21521039207359238,905.0,171.3125,875.3125,-233.0,0.0,0.0,49.75,0.0,0.0,1.0,0.0
23.0,passive,-0.10575893996681314,-0.07140868378257684,-0.14010919615104944,-0.15630567214568103,0.0,0.0,0.0,0.32423469006281724,0.3982776186241619,0.4161704359805768,0.17648449024149124,0.2478252225027314,0.2746330951879219,0.5445433062441589,0.18200000000000002,0.0,0.0,1.0,940.875,0.8403978874366178,0.3975552016747891,0.6264212045500315,0.3218198861068744,0.1730747699110347,895.25,171.0,566.8125,-531.4375,0.0,0.0625,162.8125,0.0,0.0,1.0,0.0,938.6875,0.4182784432982124,0.09912617248550432,0.46266540793828653,0.3266494940187601,0.17989421057194782,895.4375,170.875,845.5625,-252.75,0.0,0.0,110.375,0.0,0.0,1.0,0.0
24.0,passive,0.04005522953650767,0.064361218957496,0.015749240115519335,-0.012245668515978341,64.0431946716062,0.0,0.0,0.18433704998436423,0.2665022187670963,0.3159470260764864,0.050437970501087906,0.1152837209892952,0.16313122479889683,0.8416271224125874,0.18200000000000002,0.0,0.0,1.0,936.5,1.6647250680808976,0.07175007142764407,0.8248764679596008,0.197732515760712,0.05939636398200284,842.625,170.5625,868.75,-176.4375,0.0625,0.1875,732.1875,6.5,0.0625,0.9375,128.0863893432124,920.0,1.9354996948702374,0.37991828426490826,0.858377776865574,0.17094158420801644,0.04147957702017298,774.125,169.1875,567.375,-407.9375,0.0,0.4375,695.1875,0.0,0.0,1.0,0.0
25.0,passive,-0.08802078535551776,-0.06374615326595569,-0.11229541744507983,-0.1625746936777978,0.0,0.0,0.0,0.3037740104852492,0.36002625531344623,0.42348684210526316,0.1557451620717165,0.21022615572327158,0.2703635147190009,0.5317042598833446,0.18200000000000002,0.0,0.0,1.0,941.25,0.5612534029139473,0.03416873754188303,0.5448812377688823,0.29651918887577233,0.147601992945813,903.5,171.0625,908.5625,-198.0,0.0,0.0,235.625,0.0,0.0,1.0,0.0,942.4375,0.5238542595686124,0.15412103131729402,0.5185272819978067,0.31102883209472604,0.16388833119761997,894.375,171.125,796.6875,-300.8125,0.0,0.0625,153.0,0.0,0.0,1.0,0.0
26.0,passive,-0.04076899096929624,-0.022265900489299082,-0.0592720814492934,-0.06838332020836042,0.0,0.0,0.0,0.2824658436791572,0.33094403844323134,0.3557103001713043,0.1331581515246975,0.18009625733647422,0.204801704088918,0.6858351067513976,0.18200000000000002,0.0,0.0,1.0,935.3125,0.9436346184967577,0.018268361468676775,0.6739133017507573,0.29251792614957917,0.14102065239262251,907.4375,170.375,917.875,-191.9375,0.0,0.0625,498.875,0.0,0.0,1.0,0.0,930.5625,1.0105947562347972,0.2249668321324257,0.6977569117520378,0.2724137612087353,0.12529565065677245,883.625,170.0,720.9375,-364.6875,0.0,0.0,392.375,0.0,0.0,1.0,0.0
27.0,passive,-0.07436269828767533,-0.04435460029321545,-0.10437079628213522,-0.13947298835802407,41.319118637349746,0.0,0.0,0.2864770213817728,0.36207302812712033,0.4043942276193815,0.14453522603959074,0.21314312582131217,0.2425871115683243,0.5647599926696798,0.18200000000000002,0.0,0.0,1.0,942.3125,0.24376643985924756,0.1217632178803045,0.33318021178944224,0.3880753137393935,0.23866501450309457,905.1875,171.1875,826.875,-281.5,0.0,0.0,56.8125,0.0,0.0,1.0,0.0,929.5,1.5105734530982011,0.3763152302828355,0.7963397735499174,0.18487872902415203,0.050405437576086926,820.125,169.875,593.9375,-428.0625,0.125,0.375,527.0,4.1875,0.125,0.875,82.63823727469949
28.0,passive,-0.05005051762338776,-0.033443967501652766,-0.06665706774512276,-0.07427636568816101,0.0,0.0,0.0,0.2784536795171343,0.3174642729751136,0.34340896111313013,0.13189654056892988,0.16831102919876034,0.1952154324512977,0.6199143612845719,0.18200000000000002,0.0,0.0,1.0,941.875,0.4094067353423234,0.07211260006121158,0.47155696646787804,0.3341245677979028,0.18660365935215462,898.8125,170.9375,873.375,-228.375,0.0,0.0,124.1875,0.0,0.0,1.0,0.0,927.4375,1.3414384618748116,0.25768838887836576,0.7682717561012657,0.2227827912363658,0.07718942178570515,874.1875,169.75,687.5625,-388.375,0.0,0.125,517.1875,0.0,0.0,1.0,0.0
29.0,passive,-0.07569864475848145,-0.05301966554256421,-0.09837762397439871,-0.11691681757549645,49.90438074208431,0.0,0.0,0.3028874283147053,0.3637430396038376,0.38524161557879555,0.16209282774017936,0.21105618002898685,0.23662549585286693,0.5581680527028999,0.18200000000000002,0.0,0.0,1.0,940.1875,0.151687955889715,0.04819521006848191,0.2660910493887223,0.39902884447172415,0.2504729964036836,899.75,171.0,894.1875,-208.5625,0.0,0.0,38.125,0.0,0.0,1.0,0.0,939.3125,1.877069663020934,0.3392903809908392,0.8502450560170776,0.2067460121576863,0.0737126590766751,813.9375,170.875,621.25,-395.5625,0.0625,0.25,706.0,5.0625,0.0625,0.9375,99.80876148416861
30.0,passive,0.005478759385657598,0.029760607714551926,-0.01880308894323673,-0.024336427695789736,0.0,0.0,0.0,0.2480306649292338,0.3414671870566861,0.3490761617522181,0.10159202670632711,0.18720432410213145,0.19593803988170186,0.8598797008958441,0.18200000000000002,0.0,0.0,1.0,927.8125,1.7791882844380558,0.7188313005389546,0.8378007148010853,0.2553420684218749,0.11070746934146539,864.8125,169.75,370.25,-696.3125,0.0,0.1875,461.5,0.0,0.0,1.0,0.0,928.0625,2.175201959577156,0.264313132695672,0.881958686990603,0.2407192614365927,0.09247658407118882,884.6875,169.75,681.8125,-404.625,0.0,0.0625,726.3125,0.0,0.0,1.0,0.0
31.0,passive,-0.08139406451608032,-0.039891005581940836,-0.1228971234502198,-0.14121847073287727,10.44349210717726,0.0,0.0,0.2768816421996508,0.3728901459545907,0.38289769302427534,0.13605399349792552,0.2219256288969083,0.23013589785741684,0.5785273315358341,0.18200000000000002,0.0,0.0,1.0,942.0,0.6438181099192404,0.07697168419107321,0.5369098220609002,0.30538505233964724,0.16284400084340384,873.125,171.0,868.9375,-207.1875,0.0625,0.0625,247.375,1.0625,0.0625,0.9375,20.88698421435452,933.6875,0.8421845059259132,0.3054818168813005,0.6201448410107682,0.24837823205965437,0.10926398615244723,845.5625,170.4375,648.375,-399.625,0.0,0.1875,231.6875,0.0,0.0,1.0,0.0
32.0,passive,0.008093806552027672,0.03471000010269627,-0.01852238699864093,-0.03969831924680077,27.694080113434953,0.0,0.0,0.21440082063118485,0.2950775695714546,0.3490750160405368,0.076699981915974,0.1423880073996342,0.19165696915581643,0.786705012034726,0.18200000000000002,0.0,0.0,1.0,929.4375,1.3011135807915755,0.5541891611285347,0.7576746799865517,0.2137755600687425,0.0753958981720864,835.125,169.875,440.625,-596.375,0.0625,0.25,343.0625,2.8125,0.0625,0.9375,55.38816022686991,931.5625,1.6114785959399234,0.6133906306341195,0.8157353440829003,0.2150260811936272,0.0780040656598616,831.8125,170.25,372.0,-662.0625,0.0,0.25,530.6875,0.0,0.0,1.0,0.0
33.0,passive,-0.03925957590982334,-0.006779693478361217,-0.07173945834128546,-0.0895451898686623,148.09256772766764,0.0,0.0,0.2679515081470085,0.3394218199848708,0.3541894693905299,0.12339735937802368,0.1837779803559604,0.19761038784459023,0.6529340191118813,0.18200000000000002,0.0,0.0,1.0,933.6875,1.5655739675932745,0.312887621877044,0.8068255047826007,0.21276138557475344,0.07446287787367828,828.875,170.375,641.5,-389.75,0.0625,0.3125,637.6875,15.0,0.0625,0.9375,296.1851354553353,940.6875,0.46669863714469967,0.22197536106046584,0.499042533441162,0.3231416307192636,0.17233184088236908,912.875,170.875,731.625,-384.125,0.0,0.0,72.75,0.0,0.0,1.0,0.0
34.0,passive,-0.0020376241618190287,0.022325925162821968,-0.026401173486460025,-0.04846532162681043,133.83165581211762,0.0,0.0,0.2357626812710234,0.27619138340171584,0.31386021156100385,0.09477435129135278,0.13051913586436686,0.15871312158402417,0.7251205010856095,0.18200000000000002,0.0,0.0,1.0,932.375,0.7454636722572248,0.0451293684912472,0.6028960386097247,0.31654207216636043,0.1681388795134279,889.375,170.3125,889.75,-201.9375,0.0,0.0625,329.625,0.0,0.0,1.0,0.0,933.5,1.844742849403172,0.1508147380878198,0.8473449635614942,0.15498329037568637,0.021409823069277648,813.6875,170.3125,792.8125,-223.1875,0.0625,0.375,731.1875,13.5625,0.0625,0.9375,267.66331162423523
35.0,passive,-0.12380900868971065,-0.10571494764209809,-0.14190306973732322,-0.16595231870634589,0.0,0.0,0.0,0.3599467157284627,0.4142271301515435,0.4314558979808714,0.2096461955629137,0.26428176662015257,0.28055260361317746,0.4622920511106663,0.18200000000000002,0.0,0.0,1.0,940.3125,0.23384352383861962,0.01294677266993675,0.3546190650169626,0.4049910336771201,0.2526523553599262,915.5625,170.875,927.625,-190.8125,0.0,0.0,53.375,0.0,0.0,1.0,0.0,932.4375,0.6741818136553744,0.2612740494531039,0.5699650372043701,0.3149023977798053,0.1666400357659012,894.625,170.1875,688.0,-408.8125,0.0,0.0,209.0,0.0,0.0,1.0,0.0
36.0,passive,-0.11119456945361922,-0.08864549764600001,-0.13374364126123844,-0.143193946751957,0.0,0.0,0.0,0.33526712052880325,0.3893331386249844,0.3944162250338461,0.18425004183439825,0.23767404031126255,0.2418393935329594,0.485940313092008,0.18200000000000002,0.0,0.0,1.0,934.1875,0.7901741325143729,0.1786954139447267,0.6212092436480231,0.3000391218198232,0.15008020747677717,899.125,170.375,766.9375,-334.5625,0.0,0.0,267.5,0.0,0.0,1.0,0.0,943.625,0.23147685002945856,0.12072010996254608,0.350671382535993,0.37049511923778333,0.2184198761920193,923.625,171.1875,829.1875,-297.625,0.0,0.0,21.25,0.0,0.0,1.0,0.0
