episode,architecture,robust_reward,mean_reward,cvar_reward,worst_reward,mean_secure_key_rate_bps,cvar_secure_key_rate_bps,worst_secure_key_rate_bps,mean_raw_kdr,cvar_raw_kdr,worst_raw_kdr,mean_post_reconciliation_kdr,cvar_post_reconciliation_kdr,worst_post_reconciliation_kdr,mean_reciprocity,mean_surface_power_watt,power_violation_probability,mean_active_elements,mean_projection_scale
0.0,partially_active_fixed,-0.11621308231053076,-0.09764885422383444,-0.1347773103972271,-0.15315413830579444,0.0,0.0,0.0,0.3181386293588565,0.3694541518935376,0.37459667411268305,0.17070454368572358,0.22261857953711311,0.21033223415948657,0.4541026728341181,0.294000741112298,0.0,8.0,1.0
1.0,partially_active_fixed,-0.12616993601596982,-0.09536197727242088,-0.1569778947595188,-0.19515824531065695,0.0,0.0,0.0,0.32297932542070334,0.4032220041409035,0.4504559270516717,0.16319180064973776,0.24260419338968292,0.28344359020203824,0.47763907284600804,0.29400129131270814,0.0,8.0,0.6765834445632901
2.0,partially_active_fixed,-0.10851227428757063,-0.09151746471846677,-0.12550708385667447,-0.14851374078689505,0.0,0.0,0.0,0.3176395517386219,0.3747319203388822,0.4000189969604863,0.16331394886245512,0.2184365091603283,0.25370440729483285,0.48351199672398154,0.29400088193952123,0.0,8.0,0.46608380183331377
3.0,partially_active_fixed,-0.08633036683908868,-0.06261313944471189,-0.11004759423346545,-0.1459150889892839,0.0,0.0,0.0,0.28887895431159644,0.34988996071658324,0.4168613812965277,0.1362817028485669,0.1975594646866668,0.25280298502055826,0.5561322957091845,0.2940012143075058,0.0,8.0,0.7347298554174726
4.0,partially_active_fixed,-0.041129179758297066,-0.01117788973042894,-0.0710804697861652,-0.11837657403514497,0.0,0.0,0.0,0.22986033266534583,0.31917205366515305,0.37762681159420286,0.08615443909837452,0.17457055561734644,0.2153985507246377,0.665762184561371,0.2940016031003025,0.0,8.0,1.0
5.0,partially_active_fixed,-0.07728832225156966,-0.0614410901403011,-0.09313555436283821,-0.13225566377163195,0.0,0.0,0.0,0.2697855358679293,0.3140224635460217,0.3701262321200343,0.12710698905384107,0.16003053211149978,0.21336904949489643,0.5142589100655768,0.294001042194518,0.0,8.0,0.8846957731571079
6.0,partially_active_fixed,0.0015933675713617652,0.013875747389620934,-0.010689012246897403,-0.019274409049774583,0.0,0.0,0.0,0.20600741174606318,0.23751159383688608,0.23362704772711157,0.06622365780774953,0.09400089497889977,0.08410751010566626,0.7313979679651001,0.2940014033036752,0.0,8.0,1.0
7.0,partially_active_fixed,-0.10048030390207309,-0.07831026663868206,-0.12265034116546412,-0.1327031270914012,0.0,0.0,0.0,0.301000927043874,0.36738847936430574,0.3817817294281729,0.15530097724643477,0.2142704707943365,0.23357740585774056,0.507951283931879,0.29400059903120856,0.0,8.0,0.4565524480243113
8.0,partially_active_fixed,-0.10730170832408914,-0.08255434391102735,-0.13204907273715094,-0.14798591238219289,0.0,0.0,0.0,0.30649280767159837,0.3653661867469983,0.3816447919078233,0.1568915832747032,0.21885633586635023,0.24036115612701014,0.5004609006423686,0.294001202037019,0.0,8.0,0.6461432916503389
9.0,partially_active_fixed,-0.1214112335713759,-0.09793306478382847,-0.14488940235892334,-0.16555546348469904,0.0,0.0,0.0,0.33193030478049884,0.3934880194251366,0.4007382873214418,0.17766547139888167,0.24413305075742125,0.27187106801865146,0.4871610201081199,0.2940011641520304,0.0,8.0,0.6663949815755386
