update_index,actor_loss
2,0.07436671853065491
4,0.1396447718143463
6,0.21166351437568665
8,0.29547226428985596
10,0.3944415748119354
12,0.5027337074279785
14,0.6311467885971069
16,0.7794568538665771
18,0.9462432861328125
20,1.138319492340088
22,1.318851351737976
24,1.4738540649414062
26,1.469609022140503
28,1.453547477722168
30,1.4249229431152344
32,1.3556251525878906
34,1.2805500030517578
36,1.2150975465774536
38,1.2201091051101685
40,1.2532356977462769
42,1.3177794218063354
44,1.4797390699386597
46,1.5293031930923462
48,1.6387524604797363
50,1.7508708238601685
52,1.717352271080017
54,1.5330333709716797
56,1.7008212804794312
58,1.7235713005065918
60,1.5674253702163696
62,1.519932746887207
64,1.4893481731414795
66,1.365174412727356
68,0.9890946745872498
70,1.0158047676086426
72,1.157152533531189
74,1.0849568843841553
76,1.1940433979034424
78,1.0276278257369995
80,0.822109043598175
82,0.8563505411148071
84,0.9319056272506714
86,1.0019558668136597
88,1.3621716499328613
90,1.3291938304901123
92,1.4801164865493774
94,1.570676565170288
96,1.9609119892120361
98,2.048405647277832
100,2.191890239715576
102,2.669271945953369
104,2.4914743900299072
106,2.989366054534912
108,2.5766584873199463
110,2.4262313842773438
112,2.621959924697876
114,2.7012033462524414
116,2.3567302227020264
118,2.343146324157715
120,1.9672801494598389
122,2.0283942222595215
124,2.032662868499756
126,1.8840086460113525
128,1.7930322885513306
130,1.746264934539795
132,1.4248030185699463
134,1.3466283082962036
136,1.2112596035003662
138,1.0576868057250977
140,1.066725730895996
142,0.6098117828369141
144,0.7857560515403748
146,0.996198832988739
148,0.9834055304527283
150,1.1149284839630127
152,1.0281789302825928
154,0.9822981357574463
156,1.0194576978683472
158,1.0869702100753784
160,1.3799452781677246
162,1.365424394607544
164,1.328414797782898
166,1.5119633674621582
168,1.6751172542572021
170,1.7623497247695923
172,1.7347075939178467
174,2.0021209716796875
176,2.5413522720336914
178,2.4681808948516846
180,2.593855142593384
182,2.6674106121063232
184,2.6343190670013428
186,2.664905071258545
188,2.4033544063568115
190,2.0697021484375
192,2.0910096168518066
194,1.8331716060638428
196,1.5761831998825073
198,1.5394054651260376
200,1.4299205541610718
202,1.4252136945724487
204,1.1557059288024902
206,1.1358598470687866
208,1.2871230840682983
210,1.3578723669052124
212,1.2179975509643555
214,1.2010259628295898
216,1.3270004987716675
218,1.4902092218399048
220,1.5575793981552124
222,1.4766325950622559
224,1.6042675971984863
226,1.6445050239562988
228,1.2163913249969482
230,1.7708500623703003
232,1.4195806980133057
234,1.1719871759414673
236,1.228114128112793
238,1.2722423076629639
240,1.3546390533447266
242,1.0290414094924927
244,1.0171998739242554
246,1.2535426616668701
248,1.4234498739242554
250,1.3441693782806396
252,1.3091880083084106
254,1.3473261594772339
256,1.4574995040893555
258,1.4795559644699097
260,1.315840244293213
262,1.2552741765975952
264,1.6563714742660522
266,1.5618669986724854
268,1.8069779872894287
270,1.984405755996704
272,1.7663949728012085
274,1.7362076044082642
276,2.2126450538635254
278,2.1187658309936523
280,2.3252315521240234
282,2.33636474609375
284,2.529425859451294
286,2.51519513130188
288,2.886876106262207
290,2.7152903079986572
292,2.1623682975769043
294,2.567128896713257
296,2.5090441703796387
298,2.779481887817383
300,2.551544666290283
302,2.461639881134033
304,2.4248571395874023
306,2.453951597213745
308,2.492924213409424
310,2.3948609828948975
312,2.497192859649658
314,1.7182928323745728
316,2.0515663623809814
318,1.8960015773773193
320,2.0510191917419434
322,1.8218066692352295
324,2.0445170402526855
326,1.8763717412948608
328,2.051626205444336
330,1.9736723899841309
332,2.0312418937683105
334,2.122593402862549
336,2.0583271980285645
338,1.8277907371520996
340,2.127993583679199
342,1.6614776849746704
344,1.7510566711425781
346,1.2057496309280396
348,1.6455771923065186
350,1.7793800830841064
352,1.6516814231872559
354,1.4936761856079102
356,1.2743027210235596
358,1.1990915536880493
360,1.195277214050293
362,1.1594375371932983
364,0.922614574432373
366,1.1184226274490356
368,0.9115392565727234
370,1.335080623626709
372,1.07606041431427
374,1.0023707151412964
376,1.1053880453109741
378,1.1519237756729126
380,1.280759572982788
382,1.0353227853775024
384,1.392808437347412
386,1.6863648891448975
388,1.7623790502548218
390,1.861160159111023
392,1.9209212064743042
394,2.358142137527466
396,2.633488655090332
398,2.388350486755371
400,2.5343849658966064
402,2.199247360229492
404,2.5296630859375
406,2.5848681926727295
408,2.4569449424743652
410,2.757751941680908
412,2.9184865951538086
414,2.872025966644287
416,2.667433738708496
418,2.491764545440674
420,2.6863644123077393
422,2.126682758331299
424,2.111560106277466
426,2.1162333488464355
428,2.0125317573547363
430,2.1215929985046387
432,2.1883373260498047
434,2.1036012172698975
436,1.8873921632766724
438,2.0960471630096436
440,1.6330580711364746
442,2.010185480117798
444,1.8442789316177368
446,1.6596531867980957
448,1.5742994546890259
450,1.5013537406921387
452,1.728704571723938
454,1.837903380393982
456,1.723052978515625
458,2.003410816192627
460,1.9303371906280518
462,2.0251784324645996
464,2.2923238277435303
466,2.3138599395751953
468,1.8381428718566895
470,2.201571464538574
472,1.700284719467163
474,1.800233006477356
476,1.6325291395187378
478,1.7012983560562134
480,1.4301868677139282
482,1.510648250579834
484,1.3434630632400513
486,1.4443696737289429
488,1.2960842847824097
490,1.2644531726837158
492,1.6072992086410522
494,1.6320381164550781
496,1.2867045402526855
498,1.5509536266326904
500,1.5240434408187866
502,1.6744295358657837
504,1.907517910003662
506,1.6128156185150146
508,1.8148936033248901
510,2.011533498764038
512,1.6780356168746948
514,1.9981284141540527
516,2.157670736312866
518,1.9213917255401611
520,1.5801007747650146
522,1.5193672180175781
524,1.9377602338790894
526,2.065131664276123
528,1.925386667251587
530,2.1055259704589844
532,2.011894464492798
534,2.0874102115631104
536,2.227154493331909
538,1.7602965831756592
540,1.9405169486999512
542,1.7709028720855713
544,1.661605954170227
546,1.377113938331604
548,1.4984909296035767
550,1.6747899055480957
552,1.494843602180481
554,1.6341862678527832
556,1.5470222234725952
558,1.6321038007736206
560,1.6664717197418213
562,1.9424521923065186
564,1.7367362976074219
566,1.7146098613739014
568,1.8986234664916992
570,2.0374526977539062
572,1.8076605796813965
574,1.7560845613479614
576,2.170117139816284
578,2.2676515579223633
580,2.155812978744507
582,2.214932680130005
584,1.8162952661514282
586,2.204373836517334
588,2.3898239135742188
590,1.5136152505874634
592,2.1643128395080566
594,2.0490293502807617
596,1.9882855415344238
598,1.499413013458252
600,1.759810209274292
602,1.7684569358825684
604,1.9829294681549072
606,1.501025676727295
608,1.3164644241333008
610,1.1270278692245483
612,1.1475696563720703
614,1.3294124603271484
616,1.5176798105239868
618,1.209366798400879
620,1.105163335800171
622,1.3736536502838135
624,1.2461858987808228
626,1.338271975517273
628,1.1959493160247803
630,1.4603228569030762
632,1.6768851280212402
634,1.335614800453186
636,1.219174861907959
638,1.4246504306793213
640,1.2550321817398071
642,1.2040340900421143
644,1.3298118114471436
646,1.0154248476028442
648,1.41163170337677
650,0.9440910816192627
652,0.9735678434371948
654,0.9211083650588989
656,1.0108169317245483
658,1.48126220703125
660,2.0741143226623535
662,1.7876337766647339
664,2.1275124549865723
666,2.151181221008301
668,2.1365199089050293
670,1.870595932006836
672,1.5491664409637451
674,1.5966805219650269
676,1.8033185005187988
678,2.0263588428497314
680,1.956768274307251
682,1.7589006423950195
684,1.8018996715545654
686,2.1375653743743896
688,2.3407058715820312
690,2.0723319053649902
692,1.8625850677490234
694,2.0683107376098633
696,1.981607437133789
698,1.6997251510620117
700,1.9259496927261353
702,1.586864948272705
704,1.7719879150390625
706,2.085031032562256
708,1.7298362255096436
710,2.0388126373291016
712,2.3602919578552246
714,1.986723780632019
716,1.6546790599822998
718,2.032032012939453
720,2.2110848426818848
722,2.0437216758728027
724,1.8825404644012451
726,1.9611592292785645
728,2.090024471282959
730,1.6049957275390625
732,2.017852544784546
734,2.145672559738159
736,1.7764736413955688
738,1.608708381652832
740,2.150930881500244
742,2.1828839778900146
744,2.292213201522827
746,1.5833874940872192
748,1.8152976036071777
750,1.7819838523864746
752,1.5047023296356201
754,1.7771104574203491
756,1.746726155281067
758,1.7460875511169434
760,1.4843354225158691
762,1.6752897500991821
764,1.5244765281677246
766,1.431679606437683
768,1.657355546951294
770,1.7551299333572388
772,1.6581311225891113
774,2.0653367042541504
776,2.040867567062378
778,2.2268099784851074
780,2.324409008026123
782,2.720226764678955
784,2.2970118522644043
786,2.2900733947753906
788,2.5720279216766357
790,1.83412766456604
792,2.063206195831299
794,1.9994590282440186
796,1.8984265327453613
798,1.8627785444259644
800,1.9408717155456543
802,1.807344913482666
804,2.3283040523529053
806,1.7274017333984375
808,1.7699403762817383
810,1.657497525215149
812,2.1724283695220947
814,1.914451003074646
816,2.022587299346924
818,1.9325213432312012
820,2.4559991359710693
822,2.406468391418457
824,2.629316806793213
826,2.239280939102173
828,2.2318594455718994
830,2.435013771057129
832,1.9028149843215942
834,2.2239084243774414
836,2.129114866256714
838,1.9030046463012695
840,2.0441060066223145
842,1.9878939390182495
844,1.775241732597351
846,2.085094928741455
848,1.6193256378173828
850,1.8160693645477295
852,2.104749917984009
854,1.7864446640014648
856,2.0380756855010986
858,2.031013250350952
860,1.926625370979309
862,1.930418610572815
864,2.181786060333252
866,2.2752490043640137
868,2.3092477321624756
870,2.341548442840576
872,2.5122861862182617
874,2.2055604457855225
876,2.451944351196289
878,2.4222373962402344
880,2.0225882530212402
882,2.364839792251587
884,2.280263900756836
886,2.554380178451538
888,2.793011426925659
890,2.6787638664245605
892,3.2755751609802246
894,3.594453811645508
896,3.319214105606079
898,3.182271957397461
900,2.6512293815612793
902,2.8845486640930176
904,2.603809356689453
906,2.463667869567871
908,2.3998281955718994
910,2.7851176261901855
912,2.3702430725097656
914,2.3862476348876953
916,2.1397695541381836
918,2.752444267272949
920,2.023405075073242
922,1.9191381931304932
924,1.7431637048721313
926,1.7242236137390137
928,1.4024920463562012
930,1.5207164287567139
932,2.097548484802246
934,2.075145721435547
936,2.353081703186035
938,2.444524049758911
940,2.0877492427825928
942,2.247096300125122
944,1.979427695274353
946,2.085076332092285
948,2.1387577056884766
950,1.878366231918335
952,1.9423270225524902
954,1.750389814376831
956,1.6217362880706787
958,1.6310734748840332
960,1.8456947803497314
962,1.7458161115646362
964,1.6478554010391235
966,1.4476275444030762
968,1.5365853309631348
970,2.158829689025879
972,1.5576062202453613
974,1.6541521549224854
976,1.4141939878463745
978,1.4177894592285156
980,1.7384068965911865
982,1.8958829641342163
984,2.2397985458374023
986,2.2102644443511963
988,2.5834968090057373
990,2.4112424850463867
992,2.618664264678955
994,2.5993704795837402
996,3.121109962463379
998,3.4059855937957764
1000,3.529764175415039
1002,3.5582275390625
1004,3.4961209297180176
1006,3.06245756149292
1008,3.2962772846221924
1010,3.054971694946289
1012,2.726212501525879
1014,3.1002702713012695
1016,3.018247127532959
1018,2.9622130393981934
1020,2.825159788131714
1022,2.7178099155426025
1024,2.406585693359375
1026,2.433795213699341
1028,2.5572805404663086
1030,2.6452476978302
1032,2.337679862976074
1034,2.510033369064331
1036,2.618574380874634
