scenario,training_seed,episode,episode_return,episode_length,robust_feasibility_rate,mean_key_rate_bits_per_sample,mean_key_rate_bits_per_second,mean_raw_key_disagreement_rate,mean_observation_reciprocity,mean_surface_power_w,mean_robust_reward,mean_mean_sample_reward,mean_cvar_reward,mean_worst_sample_reward,mean_maximum_output_power,mean_power_violation,mean_effective_active_elements,mean_projection_scale
partially_active__no_amplitude_phase_coupling,0,0,-44.492132291079876,16,1.0,3.3471315694787838,3347.1315694787836,0.1376953125,0.9393272338017709,33.26414709321064,-2.7807582681924923,-2.764087975912684,-2.7974285604723006,-2.7974285604723006,24.999954294434907,0.0,8.0,0.21667694398206183
partially_active__no_amplitude_phase_coupling,0,1,-54.71903928885661,16,1.0,2.56753706478003,2567.53706478003,0.1640625,0.8957424101269778,38.14525981525072,-3.4199399555535375,-3.4018538411234953,-3.4380260699835796,-3.4380260699835796,25.472331157542868,0.0,8.0,0.29185087782377767
