episode,architecture,robust_reward,mean_reward,cvar_reward,worst_reward,mean_secure_key_rate_bps,cvar_secure_key_rate_bps,worst_secure_key_rate_bps,mean_raw_kdr,cvar_raw_kdr,worst_raw_kdr,mean_post_reconciliation_kdr,cvar_post_reconciliation_kdr,worst_post_reconciliation_kdr,mean_reciprocity,mean_surface_power_watt,power_violation_probability,mean_active_elements,mean_projection_scale
0.0,partially_active_fixed,-0.13318679804917433,-0.11128416311997019,-0.15508943297837846,-0.15508943297837846,0.0,0.0,0.0,0.3484797923618836,0.43333333333333335,0.43333333333333335,0.24899888765294775,0.30000000000000004,0.30000000000000004,0.4617792170977676,0.29400110358581916,0.0,8.0,0.3836639255524954
