episode,environment_step,episode_return,episode_length
1,16,8.214600026698106,16
2,32,7.0104217954090515,16
3,48,7.707552107164792,16
4,64,10.61691284827891,16
5,80,9.38377636903848,16
6,96,6.218841700467716,16
7,112,7.328811909747012,16
8,128,9.770295634657193,16
9,144,7.79901313412383,16
10,160,9.87261316661136,16
11,176,6.9883213101912345,16
12,192,8.32641412485473,16
13,208,7.058169475538889,16
14,224,8.746179829256251,16
15,240,8.287647178776147,16
16,256,8.496099866647844,16
17,272,5.952009663633399,16
18,288,6.830449253286339,16
19,304,9.356162481314017,16
20,320,9.528559559919161,16
21,336,6.807023028305834,16
22,352,10.428930511626092,16
23,368,8.948048598943227,16
24,384,8.489033714974418,16
25,400,6.583389819142947,16
26,416,10.705225257047625,16
27,432,7.590026786169089,16
28,448,9.093371780862936,16
29,464,9.930677097165571,16
30,480,9.36494030023452,16
31,496,9.441907692275231,16
32,512,7.250436521022638,16
33,528,7.032011807869706,16
34,544,6.476512711136413,16
35,560,7.855241039696965,16
36,576,9.856254516173415,16
37,592,7.710594013481861,16
38,608,8.691197170868183,16
39,624,7.167609777454779,16
40,640,8.139141648323966,16
41,656,10.036254544150527,16
42,672,10.219609683261869,16
43,688,9.725577839905455,16
44,704,7.1057517186927885,16
45,720,8.81019164395096,16
46,736,7.87003062582864,16
47,752,7.823881056702364,16
48,768,10.975259307837971,16
49,784,11.363574872818134,16
50,800,7.3356059451524445,16
51,816,7.926665590215581,16
52,832,7.623226982622903,16
53,848,10.796648183094431,16
54,864,8.102031744593948,16
55,880,8.996941595711395,16
56,896,8.234563922974994,16
57,912,6.900022150619697,16
58,928,7.498173085089362,16
59,944,7.233354647991871,16
60,960,10.87428679173429,16
61,976,10.151575144857011,16
62,992,9.601159956462482,16
63,1008,7.327678337368235,16
64,1024,10.347800864534566,16
65,1040,8.950933299903639,16
66,1056,6.29229015408884,16
67,1072,8.30336537587321,16
68,1088,8.59405379518996,16
69,1104,6.333095064554607,16
70,1120,9.31023234141178,16
71,1136,8.603955701555742,16
72,1152,9.153962210556168,16
73,1168,9.467608194236087,16
74,1184,6.687383600912532,16
75,1200,7.107047694085792,16
76,1216,9.478524377632407,16
77,1232,7.445142723768827,16
78,1248,7.1525011696807335,16
79,1264,8.412043402872118,16
80,1280,8.77774046939615,16
81,1296,8.53669695461987,16
82,1312,9.033680189837634,16
83,1328,10.605670201001233,16
84,1344,10.227368766328517,16
85,1360,8.101825529425222,16
86,1376,10.102774082215976,16
87,1392,8.837798124374865,16
88,1408,10.57193039463621,16
89,1424,7.82110094444517,16
90,1440,11.486964615496772,16
91,1456,9.028488799858312,16
92,1472,8.771688147304918,16
93,1488,10.712429071976596,16
94,1504,9.90100236145687,16
95,1520,7.358845847083335,16
96,1536,12.385568313196323,16
97,1552,10.491826108791496,16
98,1568,8.63478764514849,16
99,1584,8.427085378175235,16
100,1600,9.540431379748881,16
101,1616,6.674962092393109,16
102,1632,9.493264093808246,16
103,1648,9.542751865244787,16
104,1664,10.059395787177731,16
105,1680,9.55820490587236,16
106,1696,8.343592914289403,16
107,1712,8.264335173835638,16
108,1728,7.825970802413354,16
109,1744,9.120365925320215,16
110,1760,7.495134052510968,16
111,1776,10.8111225675948,16
112,1792,8.194522832994984,16
113,1808,9.010451087564263,16
114,1824,11.397288886957938,16
115,1840,8.256751747939013,16
116,1856,8.750154957824156,16
117,1872,9.690887267196011,16
118,1888,11.756472947898283,16
119,1904,9.076627781569977,16
120,1920,6.240108660386307,16
121,1936,8.217465883597185,16
122,1952,9.588323405398809,16
123,1968,5.687160051392164,16
124,1984,8.860978321049645,16
125,2000,8.491361795619309,16
