environment_step,mean_return,key_rate_bits_per_sample,key_rate_bits_per_second,raw_key_disagreement_rate,observation_reciprocity,surface_power_w,robust_reward,cvar_reward,worst_sample_reward,robust_feasibility_rate,effective_active_elements,power_violation
500,8.673498148814787,3.2611742019502796,3261.17420195028,0.13134765625,0.9337045064515028,26.302192627846722,0.5420936343009243,0.5302743609207794,0.5302743609207794,1.0,8.0,0.0
1000,6.939444940585146,2.7252465831952657,2725.2465831952654,0.15478515625,0.9066002960252604,13.553356519135274,0.4337153087865715,0.41625449383215674,0.41625449383215674,1.0,8.0,0.0
1500,8.384466477644587,3.1373366919758245,3137.3366919758246,0.1337890625,0.9238699741712266,39.903856249455444,0.5240291548527867,0.5080905312831958,0.5080905312831958,1.0,8.0,0.0
2000,10.102079230855399,3.657545602885661,3657.545602885661,0.111328125,0.9517737108232649,30.28106483685213,0.6313799519284623,0.6189851657001986,0.6189851657001986,1.0,8.0,0.0
