episode,architecture,robust_reward,mean_reward,cvar_reward,worst_reward,mean_secure_key_rate_bps,cvar_secure_key_rate_bps,worst_secure_key_rate_bps,mean_raw_kdr,cvar_raw_kdr,worst_raw_kdr,mean_post_reconciliation_kdr,cvar_post_reconciliation_kdr,worst_post_reconciliation_kdr,mean_reciprocity,mean_surface_power_watt,power_violation_probability,mean_active_elements,mean_projection_scale
0.0,partially_active_dynamic,-0.1762042155576679,-0.15979636277561382,-0.192612068339722,-0.20038198067131108,0.0,0.0,0.0,0.3858790722138048,0.42633421243104785,0.42683711782585376,0.23836425859388005,0.28167795653768535,0.2830681208653674,0.31271647652442836,0.2940012197359709,0.0,8.0,1.0
1.0,partially_active_dynamic,-0.09823603595350888,-0.07158749377039547,-0.12488457813662229,-0.14133109864658056,0.0,0.0,0.0,0.2802078943155558,0.3556633782452262,0.37513297872340423,0.12804303380766024,0.19627619100093613,0.20682624113475176,0.4895830127797429,0.2940014916856617,0.0,8.0,1.0
2.0,partially_active_dynamic,-0.10714009736245911,-0.08184861809411743,-0.1324315766308008,-0.1597916726305182,0.0,0.0,0.0,0.3080991510235609,0.3676927678157711,0.390809208231601,0.16008914649118397,0.22002097650250962,0.24209975584234392,0.5080054964203906,0.2940014186641514,0.0,8.0,0.6993491259317866
3.0,partially_active_dynamic,-0.12249804120479715,-0.10193993561579853,-0.14305614679379577,-0.16911058210820817,0.0,0.0,0.0,0.32797328833000217,0.36756403839356877,0.39529914529914534,0.17473407986975653,0.2211920852773975,0.2564102564102564,0.457234285554061,0.2940014856160963,0.0,8.0,0.40308889681557947
4.0,partially_active_dynamic,-0.10511717378691944,-0.08370663691821276,-0.12652771065562612,-0.15993682709980556,0.0,0.0,0.0,0.29767472124635214,0.35401052864304694,0.4045466584267679,0.15389546008211746,0.19644568036413734,0.24693210911980223,0.47265403161346126,0.2940008261772895,0.0,8.0,0.5238435834511845
5.0,partially_active_dynamic,-0.03581926428418402,-0.008007570983803877,-0.06363095758456416,-0.09164524508574216,0.0,0.0,0.0,0.22655002184365702,0.29880465442627857,0.3558738618698645,0.07964276309956747,0.15273927038412943,0.20941594492560514,0.6733378816820144,0.2940013639837824,0.0,8.0,0.5793168972639995
6.0,partially_active_dynamic,-0.07532359256458843,-0.05569981092721739,-0.09494737420195945,-0.11779335266171523,0.0,0.0,0.0,0.26796737065037757,0.3180572208426434,0.3588652482269503,0.12609903350448826,0.17309169709931843,0.21365248226950354,0.5384201375782774,0.2940015311768412,0.0,8.0,0.5440337047375481
7.0,partially_active_dynamic,-0.009096244262099335,0.01380559352932327,-0.03199808205352194,-0.05724714188192262,0.0,0.0,0.0,0.20482440023407683,0.28289266544904645,0.29374999999999996,0.06478139205135418,0.1351899566446742,0.1462719298245614,0.7280894322816006,0.29400092809958445,0.0,8.0,0.3950736498249059
8.0,partially_active_dynamic,-0.1086449023180654,-0.08837786136868268,-0.1289119432674481,-0.14174903383055454,0.0,0.0,0.0,0.31711933379799107,0.3748927961865385,0.379358938933407,0.17254970408295117,0.22910773166918091,0.24865064014000185,0.4979093314883064,0.2940006076734844,0.0,8.0,0.274107638768176
9.0,partially_active_dynamic,-0.13202333715833386,-0.10599994271149182,-0.15804673160517593,-0.20071111156723032,0.0,0.0,0.0,0.3328397153058158,0.38726794183293134,0.4453781512605042,0.17931069683256134,0.22409539976787793,0.2857142857142857,0.449100573813041,0.2940019982119216,0.0,8.0,0.6889249977857679
