step,reward,mean_secure_key_rate_bps,mean_raw_kdr,mean_surface_power_watt,power_violation_probability,critic_loss,actor_loss
0.0,-0.1825159439318971,0.0,0.4095849802371542,0.18200000000000002,0.0,nan,nan
9.0,-0.1693220660086499,0.0,0.3637853692201518,0.18200000000000002,0.0,0.00678841071203351,nan
