episode,architecture,robust_reward,mean_reward,cvar_reward,worst_reward,mean_secure_key_rate_bps,cvar_secure_key_rate_bps,worst_secure_key_rate_bps,mean_raw_kdr,cvar_raw_kdr,worst_raw_kdr,mean_reciprocity,mean_surface_power_watt,power_violation_probability,mean_active_elements,mean_projection_scale
0.0,passive,-8.47281042088585,-8.375989109908826,-8.569631731862872,-8.569631731862872,0.0,0.0,0.0,0.3085187245087134,0.35574712643678164,0.35574712643678164,0.3987398416312518,0.18200000000000002,0.0,0.0,1.0
