episode,architecture,robust_reward,mean_reward,cvar_reward,worst_reward,mean_secure_key_rate_bps,cvar_secure_key_rate_bps,worst_secure_key_rate_bps,mean_raw_kdr,cvar_raw_kdr,worst_raw_kdr,mean_post_reconciliation_kdr,cvar_post_reconciliation_kdr,worst_post_reconciliation_kdr,mean_reciprocity,mean_surface_power_watt,power_violation_probability,mean_active_elements,mean_projection_scale,transmission_retained_bits,transmission_mutual_information_ab,transmission_eve_information,transmission_reciprocity,transmission_raw_kdr,transmission_post_reconciliation_kdr,transmission_public_leakage_bits,transmission_finite_penalty_bits,transmission_conditional_min_entropy_bits,transmission_key_margin_bits,transmission_positive_key_margin_probability,transmission_reconciliation_success_probability,transmission_finite_length_secret_bits,transmission_final_key_bits,transmission_final_key_success_probability,transmission_zero_final_key_probability,transmission_secure_key_rate_bps,reflection_retained_bits,reflection_mutual_information_ab,reflection_eve_information,reflection_reciprocity,reflection_raw_kdr,reflection_post_reconciliation_kdr,reflection_public_leakage_bits,reflection_finite_penalty_bits,reflection_conditional_min_entropy_bits,reflection_key_margin_bits,reflection_positive_key_margin_probability,reflection_reconciliation_success_probability,reflection_finite_length_secret_bits,reflection_final_key_bits,reflection_final_key_success_probability,reflection_zero_final_key_probability,reflection_secure_key_rate_bps
0.0,passive,-0.09598045932931576,-0.07684984800105818,-0.11511107065757334,-0.12300339570776066,0.0,0.0,0.0,0.325104341007069,0.37263337354322557,0.36741008050649426,0.17737437623266683,0.2245331582629248,0.22567059352597282,0.5195116125123816,0.18200000000000002,0.0,0.0,1.0,944.3125,0.18515839746795357,0.04296668037159114,0.31378463171354154,0.3889215672733261,0.24213003244370862,899.375,171.3125,903.1875,-199.5,0.0,0.0,5.9375,0.0,0.0,1.0,0.0,937.8125,1.1219719888744693,0.293100429547133,0.7252385933112218,0.26128711474081184,0.11261872002162507,898.4375,170.625,663.0625,-438.0,0.0,0.125,410.25,0.0,0.0,1.0,0.0
1.0,passive,-0.13169662746160493,-0.10658941873365349,-0.15680383618955637,-0.18099150624142496,0.0,0.0,0.0,0.3466117247607582,0.4137475942288178,0.43773512781536833,0.19871643591858862,0.2682957471133604,0.2879242389593618,0.42458221823362785,0.18200000000000002,0.0,0.0,1.0,941.75,0.0747612952657271,0.027707117250449127,0.20859045837708012,0.4323537773142597,0.2844499974712527,900.9375,171.125,915.3125,-188.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,935.5625,0.9115023365924447,0.22726815687431143,0.6405739780901757,0.26086967220725654,0.11298287436592455,895.25,170.5625,722.625,-375.1875,0.0,0.0625,291.1875,0.0,0.0,1.0,0.0
2.0,passive,-0.049963555362390805,-0.023342269408053624,-0.07658484131672798,-0.09981118102275267,0.0,0.0,0.0,0.28008438114014483,0.34514795804717446,0.3626576687983606,0.12965336714425085,0.19650629001071396,0.2107185339598865,0.6744996058100939,0.18200000000000002,0.0,0.0,1.0,944.5,0.6554491912752856,0.12189870910610474,0.5539850837054506,0.320549925868859,0.1698711383390346,916.875,171.375,828.8125,-291.4375,0.0,0.0625,245.375,0.0,0.0,1.0,0.0,924.875,1.4884182648890674,0.03786299251310437,0.7950141279147372,0.23961883641143075,0.0894355959494671,889.4375,169.5,889.375,-201.5625,0.0,0.0625,692.625,0.0,0.0,1.0,0.0
3.0,passive,0.009398420228731521,0.03209401470779473,-0.013297174250331688,-0.03964275100285118,158.07152736613318,0.0,0.0,0.22387950682233598,0.26126893231691267,0.307590132168381,0.08386466516326097,0.11937914138644476,0.15590266443492173,0.7321330769117471,0.18200000000000002,0.0,0.0,1.0,943.0625,0.6757757174089095,0.1346476046430983,0.601643970754548,0.2881602723655448,0.13918321413523452,904.625,171.125,815.5,-292.25,0.0,0.0,239.3125,0.0,0.0,1.0,0.0,934.0,1.9782006897251376,0.7771497722501027,0.8626221830689462,0.15959874127912718,0.028546116191287416,800.0625,170.375,377.375,-625.0625,0.0625,0.375,525.4375,16.0,0.0625,0.9375,316.14305473226636
4.0,passive,0.0036190484877000415,0.02281264091423206,-0.015574543938831977,-0.028164133223529546,0.0,0.0,0.0,0.22902428744138595,0.2767120380903956,0.2835341412807696,0.0865380958622935,0.1271458525091068,0.14564745826652833,0.7776239231746251,0.18200000000000002,0.0,0.0,1.0,935.1875,1.0237723862075934,0.1302757419462307,0.6874180314343334,0.26841731812879444,0.12120924438031913,888.5,170.5625,812.625,-278.4375,0.0,0.0,459.6875,0.0,0.0,1.0,0.0,938.625,2.0287174289659635,0.5512492495722614,0.8678298149149168,0.18963125675397743,0.05186694734426786,841.3125,170.8125,478.5,-565.625,0.0,0.3125,661.6875,0.0,0.0,1.0,0.0
5.0,passive,-0.0856941630588978,-0.060430827536686896,-0.1109574985811087,-0.14621127539802087,0.0,0.0,0.0,0.3042613331334788,0.3605220723306081,0.3876297032095252,0.15632441541901074,0.21357130409471028,0.24430290257773246,0.5494991951502626,0.18200000000000002,0.0,0.0,1.0,940.4375,0.5596934744436435,0.0801707009357355,0.5406702041477165,0.30001298370528406,0.1502263853014813,904.9375,171.0,864.5,-243.4375,0.0,0.0,186.25,0.0,0.0,1.0,0.0,938.5625,0.5833208872136606,0.08771486319378466,0.5583281861528087,0.30850968256167355,0.1624224455365402,888.1875,170.75,855.8125,-235.125,0.0,0.0,223.125,0.0,0.0,1.0,0.0
6.0,passive,-0.058845127400822435,-0.02763751806102471,-0.09005273674062016,-0.10842260486606095,121.48495313270844,0.0,0.0,0.27913761288412,0.3506976290065361,0.37409730993183377,0.1363958311121438,0.20120665514618427,0.21917510404372942,0.5899139653388223,0.18200000000000002,0.0,0.0,1.0,941.875,0.22209172692842008,0.04507149312253325,0.35125694863899337,0.37113329766159475,0.22330713825230764,897.625,171.0625,899.0625,-201.625,0.0,0.0,29.0,0.0,0.0,1.0,0.0,921.25,1.6952979968076076,0.3564172364779413,0.8285709820386511,0.18714192810664526,0.049484523971979916,816.0,169.125,592.8125,-424.3125,0.0625,0.3125,664.5625,12.3125,0.0625,0.9375,242.96990626541688
7.0,passive,-0.11951682638082001,-0.09726846274623949,-0.14176519001540053,-0.15845834868679498,0.0,0.0,0.0,0.3380264979894194,0.39554166907795624,0.4077711504182092,0.18962650566880873,0.23969120480374836,0.24048174048174048,0.4497239312423512,0.18200000000000002,0.0,0.0,1.0,940.0,0.09055945043907593,0.05117597619677523,0.22757629708141303,0.4078763431676561,0.25373170072228285,924.6875,170.9375,891.375,-236.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,938.875,0.9495742556509774,0.3737560410405765,0.6718715654032894,0.2681766528111829,0.12552131061533467,872.375,170.8125,594.5625,-480.625,0.0,0.125,228.8125,0.0,0.0,1.0,0.0
8.0,passive,-0.07187564859245762,-0.05160400250585305,-0.0921472946790622,-0.10386441725975883,87.37140316631017,0.0,0.0,0.3026743514033088,0.34817183570500215,0.38657667413241503,0.1566580777556143,0.19734623992560502,0.24996468902804025,0.5459801643958516,0.18200000000000002,0.0,0.0,1.0,938.9375,0.13600552159112175,0.022921348177958288,0.2642082379395345,0.39927281550307225,0.24664194646533355,917.125,170.8125,917.0,-202.9375,0.0,0.0,13.0625,0.0,0.0,1.0,0.0,929.0625,1.700633171401737,0.0826188336212006,0.8277520908521687,0.20607588730354534,0.06667420904589501,840.3125,170.0,851.5625,-190.75,0.125,0.1875,716.0,8.875,0.125,0.875,174.74280633262035
9.0,passive,-0.1119535014121276,-0.08513674887566205,-0.13877025394859316,-0.16627859888419894,0.0,0.0,0.0,0.3314945774238136,0.38636099431130577,0.4133490713660117,0.18046550906032163,0.2368491451006133,0.26112188081873794,0.49405269918122385,0.18200000000000002,0.0,0.0,1.0,939.75,0.40686873483299946,0.1079480955050526,0.46826221760624903,0.338459129648927,0.18811429207096417,904.875,170.875,837.5625,-270.1875,0.0,0.0,103.25,0.0,0.0,1.0,0.0,944.3125,0.494997433868568,0.10402413897105664,0.5198431807561987,0.32453002519870033,0.17281672604967913,913.0625,171.375,845.3125,-271.125,0.0,0.0,139.5,0.0,0.0,1.0,0.0
